Classical Ehlers-Danlos syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
56	REAC	REAC:R-HSA-2129379	Molecules associated with elastic fibres	1.0647434154908089e-08	True	Molecules associated with elastic fibres	36	95	8	10022	0.0842105263157894	0.2222222222222222	query_1	['REAC:R-HSA-1566948']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'TGFB3', 'VTN', 'ITGB6']
175	GO:BP	GO:0001101	response to acid chemical	1.0657691711171873e-08	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of a dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:go_curators, GOC:rn]"	128	101	11	15719	0.1089108910891089	0.0859375	query_1	['GO:0042221']	['COL5A2', 'COL3A1', 'FYN', 'LYN', 'COL1A2', 'EGFR', 'VEGFA', 'COL1A1', 'COL4A1', 'PDGFRA', 'COL4A6']
176	GO:BP	GO:0051701	biological process involved in interaction with host	1.1108788319424832e-08	True	"""An interaction between two organisms living together in more or less intimate association. The term host is used for the larger (macro) of the two members of a symbiosis; the various forms of symbiosis include parasitism, commensalism and mutualism."" [GOC:cc]"	204	101	13	15719	0.1287128712871287	0.0637254901960784	query_1	['GO:0044403']	['P4HB', 'ITGB1', 'ITGB5', 'ITGAV', 'SRC', 'ITGB3', 'ITGA5', 'EGFR', 'ITGB6', 'NRP1', 'ITGB7', 'CBL', 'ITGA2']
177	GO:BP	GO:0071559	response to transforming growth factor beta	1.1346998888926684e-08	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus."" [GOC:mah]"	248	101	14	15719	0.1386138613861386	0.0564516129032258	query_1	['GO:0070848']	['ITGB5', 'SRC', 'TGFB3', 'CRK', 'COL3A1', 'FYN', 'COL4A2', 'COL1A2', 'COL1A1', 'CRKL', 'ITGB6', 'PTK2', 'THBS1', 'ITGA3']
178	GO:BP	GO:0031401	positive regulation of protein modification process	1.214126877146368e-08	True	"""Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	933	101	25	15719	0.2475247524752475	0.0267952840300107	query_1	['GO:0031399', 'GO:0036211', 'GO:0051247']	['VEGFB', 'PDGFB', 'SRC', 'ITGB3', 'TGFB3', 'HGF', 'ITGA1', 'ITGA5', 'FYN', 'LYN', 'PDGFRB', 'LCP2', 'EGFR', 'ERBB2', 'VEGFA', 'CRKL', 'VTN', 'DIPK2A', 'PTK2', 'NRP1', 'THBS1', 'PTPN11', 'SEMA4D', 'FLT1', 'PGF']
179	GO:BP	GO:0071230	cellular response to amino acid stimulus	1.2553737535388529e-08	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amino acid stimulus. An amino acid is a carboxylic acids containing one or more amino groups."" [GOC:mah]"	71	101	9	15719	0.0891089108910891	0.1267605633802817	query_1	['GO:0043200', 'GO:0071229', 'GO:0071417', 'GO:1901701']	['COL5A2', 'COL3A1', 'FYN', 'COL1A2', 'EGFR', 'COL1A1', 'COL4A1', 'PDGFRA', 'COL4A6']
180	GO:BP	GO:0032990	cell part morphogenesis	1.362000293660384e-08	True	"""The process in which the anatomical structures of a cell part are generated and organized."" [GOC:mah]"	651	101	21	15719	0.2079207920792079	0.032258064516129	query_1	['GO:0032989']	['NES', 'ITGB1', 'PLXNB1', 'FN1', 'SRC', 'SPP1', 'SOS1', 'ITGA1', 'FYN', 'ITGA4', 'NRP2', 'ERBB2', 'CDH1', 'VEGFA', 'SH3GL2', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'SEMA4D', 'PLXNA1']
181	GO:BP	GO:0031399	regulation of protein modification process	1.4500236303743312e-08	True	"""Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	1440	101	31	15719	0.3069306930693069	0.0215277777777777	query_1	['GO:0036211', 'GO:0051246']	['PTPN2', 'VEGFB', 'FN1', 'PDGFB', 'SRC', 'ITGB3', 'TGFB3', 'HGF', 'SHC1', 'SOS1', 'ITGA1', 'ITGA5', 'FYN', 'LYN', 'PDGFRB', 'LCP2', 'EGFR', 'ERBB2', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'DIPK2A', 'PTK2', 'NRP1', 'THBS1', 'PTPN11', 'CBL', 'SEMA4D', 'FLT1', 'PGF']
58	REAC	REAC:R-HSA-449147	Signaling by Interleukins	1.5280107571873314e-08	True	Signaling by Interleukins	467	95	21	10022	0.2210526315789473	0.0449678800856531	query_1	['REAC:R-HSA-1280215']	['P4HB', 'RAPGEF1', 'PTPN2', 'ITGB1', 'FN1', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'SOS1', 'FYN', 'LYN', 'GRB2', 'COL1A2', 'VAV1', 'VEGFA', 'CRKL', 'VCAM1', 'LCK', 'PTPN11', 'CBL']
57	REAC	REAC:R-HSA-9665348	Signaling by ERBB2 ECD mutants	1.5280107571873314e-08	True	Signaling by ERBB2 ECD mutants	14	95	6	10022	0.0631578947368421	0.4285714285714285	query_1	['REAC:R-HSA-1227990']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'ERBB2']
182	GO:BP	GO:0014909	smooth muscle cell migration	1.592716565332035e-08	True	"""The orderly movement of a smooth muscle cell from one site to another, often during the development of a multicellular organism."" [CL:0000192, GOC:mtg_muscle]"	73	101	9	15719	0.0891089108910891	0.1232876712328767	query_1	['GO:0014812']	['PDGFB', 'SRC', 'ITGB3', 'CRK', 'PDGFRB', 'VTN', 'NRP1', 'ITGA2', 'PLXNA1']
183	GO:BP	GO:0016043	cellular component organization	1.7612999468127922e-08	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]"	6037	101	69	15719	0.6831683168316832	0.0114295179725029	query_1	['GO:0071840']	['MET', 'RAPGEF1', 'NES', 'MSR1', 'ITGB1', 'COL4A3', 'ITGB5', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'COL5A2', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'COL2A1', 'COL8A2', 'SOS1', 'ITGA1', 'COL3A1', 'ITGA5', 'CAMKMT', 'FYN', 'ITGA4', 'LYN', 'COL4A2', 'GRB2', 'PDGFRB', 'COL1A2', 'TNC', 'NRP2', 'COL4A4', 'JAM3', 'EGFR', 'COL5A1', 'P4HA1', 'VAV1', 'COL10A1', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'SH3GL2', 'COL1A1', 'CRKL', 'ERO1A', 'VTN', 'TLN1', 'L1CAM', 'PTK2', 'NRP1', 'COL4A5', 'COL4A1', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'ITGA2', 'PLXNA1', 'COL4A6']
184	GO:BP	GO:0048518	positive regulation of biological process	1.950597472360657e-08	True	"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5899	101	68	15719	0.6732673267326733	0.0115273775216138	query_1	['GO:0008150', 'GO:0050789']	['PTP4A3', 'P4HB', 'MET', 'RAPGEF1', 'NES', 'PTPN2', 'MSR1', 'ITGB1', 'COL4A3', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'COCH', 'CRK', 'HGF', 'SHC1', 'SOS1', 'ITGA1', 'COL3A1', 'ITGA5', 'FYN', 'ITGA4', 'ADAM19', 'MADCAM1', 'LYN', 'GRB2', 'PDGFRB', 'TNC', 'NRP2', 'LCP2', 'JAM3', 'EGFR', 'VAV1', 'AGPAT1', 'PLCG1', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'COL1A1', 'ADAM12', 'CRKL', 'VTN', 'DIPK2A', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'ITGA3', 'PTPN11', 'JAM2', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
59	REAC	REAC:R-HSA-1433557	Signaling by SCF-KIT	2.009276898601304e-08	True	Signaling by SCF-KIT	39	95	8	10022	0.0842105263157894	0.2051282051282051	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'SOS1', 'FYN', 'LYN', 'VAV1', 'LCK', 'PTPN11', 'CBL']
185	GO:BP	GO:0010941	regulation of cell death	2.0998530658650528e-08	True	"""Any process that modulates the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:dph, GOC:tb]"	1554	101	32	15719	0.3168316831683168	0.0205920205920205	query_1	['GO:0008219', 'GO:0050794']	['P4HB', 'MET', 'NES', 'PTPN2', 'ITGB1', 'VEGFB', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'COL2A1', 'ITGA1', 'ITGA5', 'FYN', 'ITGA4', 'LYN', 'PDGFRB', 'EGFR', 'PLCG1', 'ERBB2', 'VEGFA', 'DIPK2A', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'CBL', 'SEMA4D']
186	GO:BP	GO:0061564	axon development	2.267958007438463e-08	True	"""The progression of an axon over time. Covers axonogenesis (de novo generation of an axon) and axon regeneration (regrowth), as well as processes pertaining to the progression of the axon over time (fasciculation and defasciculation)."" [GOC:dph, GOC:pg, GOC:pr]"	478	101	18	15719	0.1782178217821782	0.0376569037656903	query_1	['GO:0031175']	['ITGB1', 'PLXNB1', 'FN1', 'SPP1', 'SOS1', 'FYN', 'ITGA4', 'TNC', 'NRP2', 'ERBB2', 'CDH1', 'VEGFA', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'SEMA4D', 'PLXNA1']
187	GO:BP	GO:0030030	cell projection organization	2.3251100245228413e-08	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]"	1470	101	31	15719	0.3069306930693069	0.0210884353741496	query_1	['GO:0016043']	['RAPGEF1', 'NES', 'ITGB1', 'PLXNB1', 'FN1', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SOS1', 'ITGA1', 'FYN', 'ITGA4', 'LYN', 'TNC', 'NRP2', 'ERBB2', 'CDH1', 'VEGFA', 'SH3GL2', 'CRKL', 'L1CAM', 'PTK2', 'NRP1', 'ITGA3', 'PTPN11', 'SEMA4D', 'ITGA2', 'PLXNA1']
188	GO:BP	GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	2.344772130193696e-08	True	"""Any process that activates or increases the frequency, rate or extent of phosphatidylinositol 3-kinase activity."" [GOC:bf]"	33	101	7	15719	0.0693069306930693	0.2121212121212121	query_1	['GO:0043551', 'GO:0090218']	['PDGFB', 'SRC', 'LYN', 'PDGFRB', 'PTK2', 'PDGFRA', 'FLT1']
189	GO:BP	GO:0007596	blood coagulation	2.7627690686618425e-08	True	"""The sequential process in which the multiple coagulation factors of the blood interact, ultimately resulting in the formation of an insoluble fibrin clot; it may be divided into three stages: stage 1, the formation of intrinsic and extrinsic prothrombin converting principle; stage 2, the formation of thrombin; stage 3, the formation of stable fibrin polymers."" [http://www.graylab.ac.uk/omd/, ISBN:0198506732]"	221	101	13	15719	0.1287128712871287	0.0588235294117647	query_1	['GO:0007599', 'GO:0042060', 'GO:0050817']	['FN1', 'PDGFB', 'SRC', 'ITGB3', 'COL3A1', 'LYN', 'VAV1', 'VTN', 'TLN1', 'LCK', 'THBS1', 'PDGFRA', 'ITGA2']
190	GO:BP	GO:0010632	regulation of epithelial cell migration	2.9039669063794053e-08	True	"""Any process that modulates the frequency, rate or extent of epithelial cell migration."" [GOC:BHF, GOC:dph, GOC:tb]"	222	101	13	15719	0.1287128712871287	0.0585585585585585	query_1	['GO:0010631', 'GO:0030334', 'GO:0051239']	['MET', 'PDGFB', 'BCAR1', 'SRC', 'ITGB3', 'NRP2', 'PLCG1', 'VEGFA', 'PTK2', 'NRP1', 'THBS1', 'ITGA3', 'ITGA2']
191	GO:BP	GO:0048666	neuron development	3.0142064572523e-08	True	"""The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dph]"	1058	101	26	15719	0.2574257425742574	0.0245746691871455	query_1	['GO:0030182', 'GO:0048468']	['RAPGEF1', 'ITGB1', 'PLXNB1', 'FN1', 'SPP1', 'CRK', 'HGF', 'SOS1', 'ITGA1', 'FYN', 'ITGA4', 'LYN', 'TNC', 'NRP2', 'ERBB2', 'CDH1', 'VEGFA', 'SH3GL2', 'CRKL', 'L1CAM', 'PTK2', 'NRP1', 'ITGA3', 'PTPN11', 'SEMA4D', 'PLXNA1']
192	GO:BP	GO:0007409	axonogenesis	3.325100887222262e-08	True	"""De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells."" [GOC:dph, GOC:jid, GOC:pg, GOC:pr, ISBN:0198506732]"	431	101	17	15719	0.1683168316831683	0.0394431554524361	query_1	['GO:0048667', 'GO:0048812', 'GO:0061564']	['ITGB1', 'PLXNB1', 'FN1', 'SPP1', 'SOS1', 'FYN', 'ITGA4', 'NRP2', 'ERBB2', 'CDH1', 'VEGFA', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'SEMA4D', 'PLXNA1']
193	GO:BP	GO:0050817	coagulation	3.3672950422427583e-08	True	"""The process in which a fluid solution, or part of it, changes into a solid or semisolid mass."" [ISBN:0198506732]"	225	101	13	15719	0.1287128712871287	0.0577777777777777	query_1	['GO:0032501']	['FN1', 'PDGFB', 'SRC', 'ITGB3', 'COL3A1', 'LYN', 'VAV1', 'VTN', 'TLN1', 'LCK', 'THBS1', 'PDGFRA', 'ITGA2']
194	GO:BP	GO:0043067	regulation of programmed cell death	3.3796283313480754e-08	True	"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	1405	101	30	15719	0.297029702970297	0.0213523131672597	query_1	['GO:0010941', 'GO:0012501']	['P4HB', 'MET', 'NES', 'PTPN2', 'ITGB1', 'VEGFB', 'ITGAV', 'BCAR1', 'SRC', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'COL2A1', 'ITGA1', 'ITGA5', 'ITGA4', 'LYN', 'PDGFRB', 'EGFR', 'PLCG1', 'ERBB2', 'VEGFA', 'DIPK2A', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'CBL', 'SEMA4D']
195	GO:BP	GO:0038094	Fc-gamma receptor signaling pathway	3.5218923847749303e-08	True	"""The series of molecular signals initiated by the binding of the Fc portion of immunoglobulin G (IgG) to an Fc-gamma receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GOC:phg, PMID:11244038]"	35	101	7	15719	0.0693069306930693	0.2	query_1	['GO:0038093']	['RAPGEF1', 'SRC', 'FYN', 'LYN', 'VAV1', 'PTK2', 'LCK']
33	GO:CC	GO:0031091	platelet alpha granule	3.5866590558263634e-08	True	"""A secretory organelle found in blood platelets, which is unique in that it exhibits further compartmentalization and acquires its protein content via two distinct mechanisms: (1) biosynthesis predominantly at the megakaryocyte (MK) level (with some vestigial platelet synthesis) (e.g. platelet factor 4) and (2) endocytosis and pinocytosis at both the MK and circulating platelet levels (e.g. fibrinogen (Fg) and IgG)."" [PMID:8467233]"	88	102	9	16420	0.088235294117647	0.1022727272727272	query_1	['GO:0030141']	['VEGFB', 'FN1', 'PDGFB', 'ITGB3', 'TGFB3', 'HGF', 'ITGA2B', 'VEGFA', 'THBS1']
196	GO:BP	GO:0007599	hemostasis	3.693153245944452e-08	True	"""The stopping of bleeding (loss of body fluid) or the arrest of the circulation to an organ or part."" [ISBN:0198506732]"	227	101	13	15719	0.1287128712871287	0.0572687224669603	query_1	['GO:0050878']	['FN1', 'PDGFB', 'SRC', 'ITGB3', 'COL3A1', 'LYN', 'VAV1', 'VTN', 'TLN1', 'LCK', 'THBS1', 'PDGFRA', 'ITGA2']
198	GO:BP	GO:0120039	plasma membrane bounded cell projection morphogenesis	3.9736393016102754e-08	True	"""The process in which the anatomical structures of a plasma membrane bounded cell projection are generated and organized."" [GOC:krc]"	626	101	20	15719	0.198019801980198	0.0319488817891373	query_1	['GO:0048858']	['ITGB1', 'PLXNB1', 'FN1', 'SRC', 'SPP1', 'SOS1', 'ITGA1', 'FYN', 'ITGA4', 'NRP2', 'ERBB2', 'CDH1', 'VEGFA', 'SH3GL2', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'SEMA4D', 'PLXNA1']
197	GO:BP	GO:0018401	peptidyl-proline hydroxylation to 4-hydroxy-L-proline	3.9736393016102754e-08	True	"""The modification of peptidyl-proline to form 4-hydroxy-L-proline; catalyzed by procollagen-proline,2-oxoglutarate-4-dioxygenase."" [RESID:AA0030]"	10	101	5	15719	0.0495049504950495	0.5	query_1	['GO:0019511']	['P4HB', 'P4HA3', 'P4HA2', 'P4HA1', 'ERO1A']
199	GO:BP	GO:0043549	regulation of kinase activity	4.1910344726048895e-08	True	"""Any process that modulates the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:bf]"	697	101	21	15719	0.2079207920792079	0.0301291248206599	query_1	['GO:0042325', 'GO:0051338']	['MET', 'PTPN2', 'PDGFB', 'SRC', 'ITGB3', 'PIK3R1', 'HGF', 'SHC1', 'SOS1', 'LYN', 'PDGFRB', 'LCP2', 'EGFR', 'ERBB2', 'VEGFA', 'DIPK2A', 'PTK2', 'THBS1', 'CBL', 'PDGFRA', 'FLT1']
200	GO:BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	4.2260160696953744e-08	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of a cell, leading to the activation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	277	101	14	15719	0.1386138613861386	0.0505415162454873	query_1	['GO:0002757', 'GO:0002768']	['RAPGEF1', 'PTPN2', 'BCAR1', 'SRC', 'SOS1', 'FYN', 'LYN', 'GRB2', 'LCP2', 'VAV1', 'PLCG1', 'CRKL', 'PTK2', 'LCK']
201	GO:BP	GO:0006897	endocytosis	4.256734214836498e-08	True	"""A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a part of the plasma membrane to form a new membrane-bounded vesicle."" [GOC:mah, ISBN:0198506732, ISBN:0716731363, Wikipedia:Endocytosis]"	698	101	21	15719	0.2079207920792079	0.0300859598853868	query_1	['GO:0016192']	['MET', 'RAPGEF1', 'MSR1', 'ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'EGFR', 'VAV1', 'SH3KBP1', 'VEGFA', 'SH3GL2', 'VTN', 'PTK2', 'THBS1', 'CBL', 'ITGA2']
202	GO:BP	GO:0043200	response to amino acid	4.312750926465453e-08	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amino acid stimulus. An amino acid is a carboxylic acids containing one or more amino groups."" [GOC:ef, GOC:mlg]"	113	101	10	15719	0.099009900990099	0.0884955752212389	query_1	['GO:0001101', 'GO:0010243', 'GO:1901700']	['COL5A2', 'COL3A1', 'FYN', 'LYN', 'COL1A2', 'EGFR', 'COL1A1', 'COL4A1', 'PDGFRA', 'COL4A6']
204	GO:BP	GO:2000026	regulation of multicellular organismal development	4.312750926465453e-08	True	"""Any process that modulates the frequency, rate or extent of multicellular organismal development."" [GOC:obol]"	1334	101	29	15719	0.2871287128712871	0.0217391304347826	query_1	['GO:0007275', 'GO:0050793', 'GO:0051239']	['PTPN2', 'ITGB1', 'COL4A3', 'VEGFB', 'PLXNB1', 'FN1', 'SPP1', 'ITGB3', 'PIK3R1', 'HGF', 'SHC1', 'SOS1', 'ITGA5', 'LYN', 'COL4A2', 'PLCG1', 'ERBB2', 'CDH1', 'VEGFA', 'ADAM12', 'L1CAM', 'NRP1', 'THBS1', 'PTPN11', 'JAM2', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
205	GO:BP	GO:0046718	viral entry into host cell	4.312750926465453e-08	True	"""The process that occurs after viral attachment by which a virus, or viral nucleic acid, breaches the plasma membrane or cell envelope and enters the host cell. The process ends when the viral nucleic acid is released into the host cell cytoplasm."" [GOC:jl]"	148	101	11	15719	0.1089108910891089	0.0743243243243243	query_1	['GO:0019058', 'GO:0044409']	['P4HB', 'ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'ITGA5', 'EGFR', 'ITGB6', 'NRP1', 'ITGB7', 'ITGA2']
203	GO:BP	GO:0031344	regulation of cell projection organization	4.312750926465453e-08	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]"	630	101	20	15719	0.198019801980198	0.0317460317460317	query_1	['GO:0030030', 'GO:0051128']	['RAPGEF1', 'PLXNB1', 'FN1', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'FYN', 'LYN', 'CDH1', 'VEGFA', 'CRKL', 'L1CAM', 'NRP1', 'ITGA3', 'SEMA4D', 'ITGA2', 'PLXNA1']
206	GO:BP	GO:0071674	mononuclear cell migration	4.457809067391052e-08	True	"""The movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]"	188	101	12	15719	0.1188118811881188	0.0638297872340425	query_1	['GO:0050900']	['PDGFB', 'ITGB3', 'CRK', 'ITGA4', 'MADCAM1', 'LYN', 'CRKL', 'PTK2', 'THBS1', 'ITGB7', 'JAM2', 'FLT1']
207	GO:BP	GO:0097529	myeloid leukocyte migration	5.0575441424159523e-08	True	"""The movement of a myeloid leukocyte within or between different tissues and organs of the body."" [GOC:cvs, PMID:22342843, PMID:24157461]"	234	101	13	15719	0.1287128712871287	0.0555555555555555	query_1	['GO:0050900']	['ITGA9', 'VEGFB', 'PDGFB', 'PIK3R1', 'ITGA1', 'LYN', 'JAM3', 'VAV1', 'VEGFA', 'PTK2', 'THBS1', 'FLT1', 'PGF']
208	GO:BP	GO:0008219	cell death	5.3524470273474825e-08	True	"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]"	2011	101	36	15719	0.3564356435643564	0.017901541521631	query_1	['GO:0009987']	['P4HB', 'MET', 'NES', 'PTPN2', 'ITGB1', 'COL4A3', 'VEGFB', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'COL2A1', 'ITGA1', 'ITGA5', 'FYN', 'ITGA4', 'LYN', 'PDGFRB', 'EGFR', 'PLCG1', 'ERBB2', 'SH3KBP1', 'VEGFA', 'CRKL', 'ERO1A', 'DIPK2A', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'CBL', 'SEMA4D']
