Neuroectodermal melanolysosomal disease	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
66	GO:BP	GO:0006725	cellular aromatic compound metabolic process	9.923044454931465e-16	True	"""The chemical reactions and pathways involving aromatic compounds, any organic compound characterized by one or more planar rings, each of which contains conjugated double bonds and delocalized pi electrons, as carried out by individual cells."" [GOC:ai, ISBN:0198506732]"	5413	100	76	15719	0.76	0.0140402734158507	query_1	['GO:0044237']	['SMAD1', 'BMI1', 'AKT1', 'MYC', 'CKS1B', 'SERTAD1', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'STAT3', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'USP37', 'EP300', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'UBE2W', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'NQO1', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
67	GO:BP	GO:0071900	regulation of protein serine/threonine kinase activity	1.2723679812241729e-15	True	"""Any process that modulates the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]"	350	100	23	15719	0.23	0.0657142857142857	query_1	['GO:0045859']	['PKMYT1', 'CDKN2B', 'AKT1', 'SERTAD1', 'CCNB1', 'CCNA1', 'CDK7', 'CCNE2', 'RB1', 'CCNE1', 'CCNB2', 'CDKN2D', 'CDK5R1', 'CDKN1A', 'CCNA2', 'CCNH', 'CCND2', 'MNAT1', 'CDKN2C', 'CDKN2A', 'CCND3', 'CDKN1B', 'CCND1']
68	GO:BP	GO:0051173	positive regulation of nitrogen compound metabolic process	1.8914353766410242e-15	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	3000	100	57	15719	0.57	0.019	query_1	['GO:0006807', 'GO:0009893', 'GO:0051171']	['SMAD1', 'OAZ1', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'SERTAD1', 'CREBBP', 'CDK5', 'OAZ2', 'E2F4', 'STAT3', 'CDK7', 'MAX', 'TFDP1', 'TRRAP', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'RBX1', 'SIN3A', 'PSMC5', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'SMAD2', 'SKP1', 'RYBP', 'SMAD4', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'MNAT1', 'CDK1', 'CDKN2A', 'CDK2', 'SP1', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'EPC1', 'CCND1']
69	GO:BP	GO:0010604	positive regulation of macromolecule metabolic process	2.6327497589285893e-15	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	3362	100	60	15719	0.6	0.0178465199286139	query_1	['GO:0009893', 'GO:0043170', 'GO:0060255']	['SMAD1', 'OAZ1', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'SERTAD1', 'CREBBP', 'CDK5', 'OAZ2', 'E2F4', 'STAT3', 'CDK7', 'MAX', 'TFDP1', 'TRRAP', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'DNMT1', 'RBX1', 'SIN3A', 'PSMC5', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'SMAD2', 'SKP1', 'RYBP', 'SMAD4', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'MNAT1', 'CDK1', 'CDKN2A', 'CDK2', 'SP1', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'RAB27A', 'CDK6', 'EPC1', 'CCND1']
70	GO:BP	GO:1901576	organic substance biosynthetic process	2.9411491622926178e-15	True	"""The chemical reactions and pathways resulting in the formation of an organic substance, any molecular entity containing carbon."" [GOC:pr, GOC:TermGenie]"	5359	100	75	15719	0.75	0.0139951483485724	query_1	['GO:0009058', 'GO:0071704']	['SMAD1', 'OAZ1', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'CKS1B', 'SERTAD1', 'CREBBP', 'CDK5', 'EHMT2', 'OAZ2', 'CBX3', 'E2F4', 'STAT3', 'ODC1', 'CDK7', 'MAX', 'RBL1', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'CDKN2D', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'AZIN1', 'E2F2', 'CCNH', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
71	GO:BP	GO:0042127	regulation of cell population proliferation	5.093459201037483e-15	True	"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]"	1604	100	42	15719	0.42	0.0261845386533665	query_1	['GO:0008283', 'GO:0050794']	['SMAD1', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'SERTAD1', 'E2F4', 'STAT3', 'ODC1', 'CCNB1', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'CDKN2D', 'CDKN1A', 'CCNA2', 'SMAD2', 'SMAD4', 'CCND2', 'E2F1', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'CDK2', 'SP1', 'ESR1', 'FOXO1', 'CCND3', 'CDK4', 'CDKN1B', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'CCND1']
72	GO:BP	GO:0009893	positive regulation of metabolic process	5.614502533800146e-15	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	3655	100	62	15719	0.62	0.0169630642954856	query_1	['GO:0008152', 'GO:0019222', 'GO:0048518']	['SMAD1', 'OAZ1', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'SERTAD1', 'CREBBP', 'CDK5', 'OAZ2', 'E2F4', 'STAT3', 'CCNB1', 'CDK7', 'MAX', 'TFDP1', 'TRRAP', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'DNMT1', 'RBX1', 'SIN3A', 'PSMC5', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'SMAD2', 'SKP1', 'RYBP', 'SMAD4', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2A', 'CDK2', 'SP1', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'RAB27A', 'CDK6', 'EPC1', 'CCND1']
28	REAC	REAC:R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	7.787815838327701e-15	True	SCF(Skp2)-mediated degradation of p27/p21	60	98	14	10022	0.1428571428571428	0.2333333333333333	query_1	['REAC:R-HSA-69202', 'REAC:R-HSA-69656']	['CKS1B', 'CCNA1', 'CCNE2', 'CCNE1', 'PSMC5', 'CDKN1A', 'CCNA2', 'SKP1', 'CDK2', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'CCND1']
73	GO:BP	GO:0043170	macromolecule metabolic process	7.78787463450827e-15	True	"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	8561	100	92	15719	0.92	0.0107464081298913	query_1	['GO:0071704']	['SMAD1', 'PKMYT1', 'OAZ1', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'CKS1B', 'SERTAD1', 'CREBBP', 'CDK5', 'EHMT2', 'OAZ2', 'CBX3', 'E2F4', 'STAT3', 'ODC1', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'CCNB2', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'AZIN1', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'RYBP', 'SMAD4', 'E2F6', 'USP37', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'UBE2W', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'NQO1', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'RAB27A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
74	GO:BP	GO:1901360	organic cyclic compound metabolic process	1.1735174997146663e-14	True	"""The chemical reactions and pathways involving organic cyclic compound."" [GOC:TermGenie]"	5637	100	76	15719	0.76	0.0134823487670746	query_1	['GO:0071704']	['SMAD1', 'BMI1', 'AKT1', 'MYC', 'CKS1B', 'SERTAD1', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'STAT3', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'USP37', 'EP300', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'UBE2W', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'NQO1', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
75	GO:BP	GO:0048523	negative regulation of cellular process	1.3656571081449976e-14	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	4494	100	68	15719	0.68	0.0151312861593235	query_1	['GO:0009987', 'GO:0048519', 'GO:0050794']	['SMAD1', 'OAZ1', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'SERTAD1', 'CREBBP', 'CDK5', 'EHMT2', 'OAZ2', 'CBX3', 'STAT3', 'CCNB1', 'MAX', 'RBL1', 'RBL2', 'TFDP1', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'CCND2', 'E2F1', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'RCOR1', 'CDK2', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'NQO1', 'L3MBTL2', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
76	GO:BP	GO:0051338	regulation of transferase activity	1.4161636238688547e-14	True	"""Any process that modulates the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."" [GOC:ai]"	832	100	31	15719	0.31	0.0372596153846153	query_1	['GO:0050790']	['PKMYT1', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'SERTAD1', 'CDK5', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'CTNNB1', 'RB1', 'CCNE1', 'CCNB2', 'CDKN2D', 'CDK5R1', 'CDKN1A', 'CCNA2', 'CCNH', 'SKP1', 'CCND2', 'MNAT1', 'CDKN2C', 'CDKN2A', 'CCND3', 'CDKN1B', 'TP53', 'CCND1']
77	GO:BP	GO:0010564	regulation of cell cycle process	1.4585677162512512e-14	True	"""Any process that modulates a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]"	710	100	29	15719	0.29	0.0408450704225352	query_1	['GO:0022402', 'GO:0051726']	['PKMYT1', 'CDKN2B', 'AKT1', 'MYC', 'CCNB1', 'CDK7', 'RBL1', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'SMARCA4', 'SIN3A', 'CDKN2D', 'CDKN1A', 'CCNH', 'CCND2', 'E2F1', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'CDK2', 'KAT5', 'CCND3', 'CDK4', 'CDKN1B', 'TP53', 'CCND1']
78	GO:BP	GO:0019538	protein metabolic process	1.5322046975070205e-14	True	"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]"	5066	100	72	15719	0.72	0.0142123963679431	query_1	['GO:0043170', 'GO:0044238', 'GO:1901564']	['SMAD1', 'PKMYT1', 'OAZ1', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'SERTAD1', 'CREBBP', 'CDK5', 'EHMT2', 'OAZ2', 'STAT3', 'ODC1', 'CCNB1', 'CCNA1', 'CDK7', 'CCNE2', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'CCNE1', 'CCNB2', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'CCNA2', 'AZIN1', 'CCNH', 'SMAD2', 'SKP1', 'RYBP', 'SMAD4', 'USP37', 'EP300', 'CCND2', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'UBE2W', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'NQO1', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1']
29	REAC	REAC:R-HSA-2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	1.9431592697804262e-14	True	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	50	98	13	10022	0.1326530612244898	0.26	query_1	['REAC:R-HSA-170834', 'REAC:R-HSA-212436']	['CDKN2B', 'MYC', 'E2F4', 'RBL1', 'TFDP1', 'HDAC1', 'E2F5', 'SMAD2', 'SMAD4', 'EP300', 'SP1', 'TFDP2', 'SMAD3']
30	REAC	REAC:R-HSA-6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	2.3424839861881022e-14	True	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	14	98	9	10022	0.0918367346938775	0.6428571428571429	query_1	['REAC:R-HSA-6791312']	['CCNA1', 'CCNE2', 'CCNE1', 'CDKN1A', 'CCNA2', 'E2F1', 'CDK2', 'CDKN1B', 'TP53']
31	REAC	REAC:R-HSA-2559580	Oxidative Stress Induced Senescence	3.8127166112618953e-14	True	Oxidative Stress Induced Senescence	122	98	17	10022	0.173469387755102	0.1393442622950819	query_1	['REAC:R-HSA-2559583']	['CDKN2B', 'BMI1', 'TFDP1', 'RING1', 'PHC1', 'RBBP4', 'CDKN2D', 'E2F2', 'E2F1', 'CDKN2C', 'CDKN2A', 'CDK4', 'RNF2', 'TP53', 'TFDP2', 'CDK6', 'PHC3']
79	GO:BP	GO:0008283	cell population proliferation	5.2706257813560224e-14	True	"""The multiplication or reproduction of cells, resulting in the expansion of a cell population."" [GOC:mah, GOC:mb]"	1895	100	44	15719	0.44	0.0232189973614775	query_1	['GO:0009987']	['SMAD1', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'CKS1B', 'SERTAD1', 'E2F4', 'STAT3', 'ODC1', 'CCNB1', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'CDKN2D', 'CDKN1A', 'CCNA2', 'SMAD2', 'SMAD4', 'CCND2', 'E2F1', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'CDK2', 'SP1', 'ESR1', 'FOXO1', 'CCND3', 'CDK4', 'CDKN1B', 'CUL1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'CCND1']
80	GO:BP	GO:0065009	regulation of molecular function	5.880886644006168e-14	True	"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]"	2480	100	50	15719	0.5	0.0201612903225806	query_1	['GO:0065007']	['PKMYT1', 'OAZ1', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'SERTAD1', 'CDK5', 'OAZ2', 'STAT3', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'CCNE1', 'CCNB2', 'SIN3A', 'CDKN2D', 'CDK5R1', 'CDKN1A', 'CCNA2', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'SMAD4', 'EP300', 'CCND2', 'E2F1', 'MNAT1', 'CDKN2C', 'CDKN2A', 'ESR1', 'CCND3', 'NQO1', 'RNF2', 'CDKN1B', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'CCND1']
81	GO:BP	GO:0044237	cellular metabolic process	5.949759560838004e-14	True	"""The chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:go_curators]"	8338	100	90	15719	0.9	0.0107939553849844	query_1	['GO:0008152', 'GO:0009987']	['SMAD1', 'PKMYT1', 'OAZ1', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'CKS1B', 'SERTAD1', 'CREBBP', 'CDK5', 'EHMT2', 'OAZ2', 'CBX3', 'E2F4', 'STAT3', 'ODC1', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'CCNB2', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'AZIN1', 'E2F2', 'CCNH', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'USP37', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'UBE2W', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'NQO1', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'RAB27A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
82	GO:BP	GO:1903508	positive regulation of nucleic acid-templated transcription	6.243695600273154e-14	True	"""Any process that activates or increases the frequency, rate or extent of nucleic acid-templated transcription."" [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:txnOH, GOC:vw]"	1641	100	41	15719	0.41	0.0249847653869591	query_1	['GO:0097659', 'GO:1902680', 'GO:1903506']	['SMAD1', 'AKT1', 'MYC', 'SERTAD1', 'CREBBP', 'E2F4', 'STAT3', 'CDK7', 'MAX', 'TFDP1', 'TRRAP', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'SIN3A', 'PSMC5', 'E2F5', 'CCNA2', 'E2F2', 'SMAD2', 'RYBP', 'SMAD4', 'EP300', 'E2F1', 'MGA', 'RUVBL1', 'CDKN2A', 'CDK2', 'SP1', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'EPC1']
83	GO:BP	GO:0045893	positive regulation of DNA-templated transcription	6.243695600273154e-14	True	"""Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	1641	100	41	15719	0.41	0.0249847653869591	query_1	['GO:0006351', 'GO:0006355', 'GO:1903508']	['SMAD1', 'AKT1', 'MYC', 'SERTAD1', 'CREBBP', 'E2F4', 'STAT3', 'CDK7', 'MAX', 'TFDP1', 'TRRAP', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'SIN3A', 'PSMC5', 'E2F5', 'CCNA2', 'E2F2', 'SMAD2', 'RYBP', 'SMAD4', 'EP300', 'E2F1', 'MGA', 'RUVBL1', 'CDKN2A', 'CDK2', 'SP1', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'EPC1']
84	GO:BP	GO:1902680	positive regulation of RNA biosynthetic process	7.155832810219242e-14	True	"""Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]"	1648	100	41	15719	0.41	0.024878640776699	query_1	['GO:0010557', 'GO:0031328', 'GO:0032774', 'GO:0051254', 'GO:2001141']	['SMAD1', 'AKT1', 'MYC', 'SERTAD1', 'CREBBP', 'E2F4', 'STAT3', 'CDK7', 'MAX', 'TFDP1', 'TRRAP', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'SIN3A', 'PSMC5', 'E2F5', 'CCNA2', 'E2F2', 'SMAD2', 'RYBP', 'SMAD4', 'EP300', 'E2F1', 'MGA', 'RUVBL1', 'CDKN2A', 'CDK2', 'SP1', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'EPC1']
18	GO:CC	GO:0031519	PcG protein complex	7.676367649185643e-14	True	"""A chromatin-associated multiprotein complex containing Polycomb Group proteins. In Drosophila, Polycomb group proteins are involved in the long-term maintenance of gene repression, and PcG protein complexes associate with Polycomb group response elements (PREs) in target genes to regulate higher-order chromatin structure."" [PMID:9372908]"	47	101	11	16420	0.1089108910891089	0.2340425531914893	query_1	['GO:0140513']	['BMI1', 'RING1', 'PHC1', 'RBBP4', 'PCGF6', 'SKP1', 'RYBP', 'PCGF2', 'RNF2', 'HDAC2', 'PHC3']
19	GO:CC	GO:0043228	non-membrane-bounded organelle	9.116162858680057e-14	True	"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]"	5014	101	69	16420	0.6831683168316832	0.0137614678899082	query_1	['GO:0043226']	['SMAD1', 'MYRIP', 'PKMYT1', 'BMI1', 'AKT1', 'MYC', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'STAT3', 'KIF5A', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'KLC4', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'KIF5B', 'CCNB2', 'DNMT1', 'SIN3A', 'CDK5R1', 'CDKN1A', 'E2F5', 'E2F2', 'SMAD2', 'SKP1', 'KLC2', 'SMAD4', 'E2F6', 'EP300', 'CCND2', 'E2F1', 'MYO5A', 'MGA', 'RUVBL1', 'EHMT1', 'CDK1', 'CDKN2A', 'CDK2', 'SP1', 'PCGF2', 'ESR1', 'FOXO1', 'KAT5', 'SKP2', 'CDK4', 'RNF2', 'TP53', 'TFDP2', 'SMAD3', 'KLC1', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1']
20	GO:CC	GO:0043232	intracellular non-membrane-bounded organelle	9.116162858680057e-14	True	"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane and occurring within the cell. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]"	5013	101	69	16420	0.6831683168316832	0.0137642130460801	query_1	['GO:0043228', 'GO:0043229']	['SMAD1', 'MYRIP', 'PKMYT1', 'BMI1', 'AKT1', 'MYC', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'STAT3', 'KIF5A', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'KLC4', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'KIF5B', 'CCNB2', 'DNMT1', 'SIN3A', 'CDK5R1', 'CDKN1A', 'E2F5', 'E2F2', 'SMAD2', 'SKP1', 'KLC2', 'SMAD4', 'E2F6', 'EP300', 'CCND2', 'E2F1', 'MYO5A', 'MGA', 'RUVBL1', 'EHMT1', 'CDK1', 'CDKN2A', 'CDK2', 'SP1', 'PCGF2', 'ESR1', 'FOXO1', 'KAT5', 'SKP2', 'CDK4', 'RNF2', 'TP53', 'TFDP2', 'SMAD3', 'KLC1', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1']
