Williams syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
526	GO:BP	GO:0050921	positive regulation of chemotaxis	5.70885238330948e-06	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient."" [GOC:ai]"	141	120	9	17376	0.075	0.0638297872340425	query_1	['GO:0006935', 'GO:0032103', 'GO:0040017', 'GO:0050920']	['MET', 'VEGFB', 'KDR', 'PTK2B', 'VEGFA', 'PTK2', 'NRP1', 'THBS1', 'PGF']
527	REAC	REAC:R-HSA-983705	Signaling by the B Cell Receptor (BCR)	5.735734780780838e-06	True	Signaling by the B Cell Receptor (BCR)	113	120	8	17376	0.0666666666666666	0.0707964601769911	query_1	['REAC:R-HSA-1280218']	['PIK3R1', 'PLCG2', 'SOS1', 'FYN', 'LYN', 'VAV1', 'SYK', 'SH3KBP1']
528	REAC	REAC:R-HSA-9006927	Signaling by Non-Receptor Tyrosine Kinases	5.856522593261859e-06	True	Signaling by Non-Receptor Tyrosine Kinases	50	120	6	17376	0.05	0.12	query_1	['REAC:R-HSA-162582']	['BCAR1', 'CRK', 'PXN', 'EGFR', 'ERBB2', 'CBL']
529	REAC	REAC:R-HSA-8848021	Signaling by PTK6	5.856522593261859e-06	True	Signaling by PTK6	50	120	6	17376	0.05	0.12	query_1	['REAC:R-HSA-9006927']	['BCAR1', 'CRK', 'PXN', 'EGFR', 'ERBB2', 'CBL']
530	GO:BP	GO:0006952	defense response	6.00815853540528e-06	True	"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]"	1654	120	30	17376	0.25	0.0181378476420798	query_1	['GO:0006950']	['ITGB1', 'FN1', 'SRC', 'SPP1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FYN', 'NCF1', 'LAT', 'ZAP70', 'LYN', 'TNC', 'JAM3', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'PTK2B', 'VCAM1', 'ITGB6', 'PTK2', 'LCK', 'EMILIN1', 'THBS1', 'ADAM15', 'PTPN11', 'MFAP4']
531	REAC	REAC:R-HSA-1251932	PLCG1 events in ERBB2 signaling	6.263599507165714e-06	True	PLCG1 events in ERBB2 signaling	4	120	3	17376	0.025	0.75	query_1	['REAC:R-HSA-1227986']	['EGFR', 'PLCG1', 'ERBB2']
532	GO:BP	GO:0048251	elastic fiber assembly	6.784979402023969e-06	True	"""Assembly of the extracellular matrix fibers that enables the matrix to recoil after transient stretching."" [GOC:jid, PMID:10841810, PMID:12615674]"	11	120	4	17376	0.0333333333333333	0.3636363636363636	query_1	['GO:0085029', 'GO:0097435']	['LOX', 'FBLN5', 'EMILIN1', 'MFAP4']
533	GO:BP	GO:0032956	regulation of actin cytoskeleton organization	6.8740850430091895e-06	True	"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:mah]"	342	120	13	17376	0.1083333333333333	0.0380116959064327	query_1	['GO:0030036', 'GO:0032970', 'GO:0051493']	['LIMK1', 'MET', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'PXN', 'GRB2', 'JAM3', 'PTK2B', 'NRP1', 'ELN', 'PDGFRA']
534	GO:CC	GO:0002116	semaphorin receptor complex	6.967279063714419e-06	True	"""A stable binary complex of a neurophilin and a plexin, together forming a functional semaphorin receptor."" [GOC:hjd, PMID:10934324, PMID:12367632, PMID:12613544]"	11	120	4	17376	0.0333333333333333	0.3636363636363636	query_1	['GO:0043235']	['PLXNB1', 'NRP2', 'NRP1', 'PLXNA1']
535	GO:CC	GO:0019898	extrinsic component of membrane	6.978407489138887e-06	True	"""The component of a membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:dos, GOC:jl, GOC:mah]"	287	120	12	17376	0.1	0.0418118466898954	query_1	['GO:0016020', 'GO:0110165']	['SRC', 'PIK3R1', 'FYN', 'NCF1', 'ZAP70', 'LYN', 'SYK', 'CDH1', 'PTK2B', 'CRKL', 'PTK2', 'LCK']
536	GO:BP	GO:0031294	lymphocyte costimulation	6.998094975759136e-06	True	"""The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the B- or T cell receptor to augment B- or T cell activation."" [ISBN:0781735149]"	46	120	6	17376	0.05	0.1304347826086956	query_1	['GO:0002376', 'GO:0051251']	['SRC', 'FYN', 'LYN', 'VAV1', 'LCK', 'PTPN11']
537	GO:BP	GO:0061756	leukocyte adhesion to vascular endothelial cell	6.998094975759136e-06	True	"""The attachment of a leukocyte to vascular endothelial cell via adhesion molecules."" [GOC:add, GOC:bc, GOC:BHF, GOC:BHF_miRNA, PMID:23897866]"	46	120	6	17376	0.05	0.1304347826086956	query_1	['GO:0007159']	['ITGB1', 'ITGA4', 'MADCAM1', 'VCAM1', 'ITGB7', 'JAM2']
538	GO:BP	GO:0061387	regulation of extent of cell growth	7.901172202565707e-06	True	"""Any process that modulates the extent of cell growth."" [GOC:mah, GOC:vw]"	108	120	8	17376	0.0666666666666666	0.074074074074074	query_1	['GO:0001558', 'GO:0008361']	['LIMK1', 'FN1', 'SPP1', 'CDH1', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D']
539	GO:BP	GO:0010976	positive regulation of neuron projection development	7.959464858771705e-06	True	"""Any process that increases the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:dph, GOC:tb]"	147	120	9	17376	0.075	0.0612244897959183	query_1	['GO:0010975', 'GO:0031175', 'GO:0031346']	['RAPGEF1', 'HGF', 'RET', 'FYN', 'LYN', 'PTK2B', 'VEGFA', 'NRP1', 'ITGA3']
540	GO:BP	GO:0046718	viral entry into host cell	8.403557301682686e-06	True	"""The process that occurs after viral attachment by which a virus, or viral nucleic acid, breaches the plasma membrane or cell envelope and enters the host cell. The process ends when the viral nucleic acid is released into the host cell cytoplasm."" [GOC:jl]"	148	120	9	17376	0.075	0.0608108108108108	query_1	['GO:0019058', 'GO:0044409']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'ITGA5', 'EGFR', 'ITGB6', 'NRP1', 'ITGB7']
541	REAC	REAC:R-HSA-168249	Innate Immune System	8.432981716623431e-06	True	Innate Immune System	1023	120	22	17376	0.1833333333333333	0.021505376344086	query_1	['REAC:R-HSA-168256']	['LIMK1', 'ITGAV', 'PIK3R1', 'CRK', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'NCF1', 'LYN', 'LCP2', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'VTN', 'GAB2', 'PTK2', 'LCK', 'PTPN11', 'GRAP2']
542	REAC	REAC:R-HSA-2029485	Role of phospholipids in phagocytosis	8.650668628140127e-06	True	Role of phospholipids in phagocytosis	30	120	5	17376	0.0416666666666666	0.1666666666666666	query_1	['REAC:R-HSA-2029480']	['PIK3R1', 'PLCG2', 'SYK', 'PLCG1', 'FCGR1A']
543	GO:BP	GO:0043434	response to peptide hormone	9.13870514133156e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals."" [PMID:11027914, PMID:15134857, Wikipedia:Peptide_hormone]"	411	120	14	17376	0.1166666666666666	0.0340632603406326	query_1	['GO:0009725', 'GO:1901652']	['BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'GAB1', 'PXN', 'LYN', 'GRB2', 'FBN1', 'PTK2', 'PTPN11']
544	GO:BP	GO:0030198	extracellular matrix organization	9.453597194148627e-06	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix."" [GOC:mah]"	296	120	12	17376	0.1	0.0405405405405405	query_1	['GO:0043062', 'GO:0045229']	['ITGB1', 'ITGB3', 'LOX', 'FBLN5', 'FBLN2', 'LOXL1', 'VTN', 'EMILIN1', 'ADAM15', 'ELN', 'PDGFRA', 'MFAP4']
545	GO:BP	GO:0032535	regulation of cellular component size	9.597798988258438e-06	True	"""A process that modulates the size of a cellular component."" [GOC:mah]"	353	120	13	17376	0.1083333333333333	0.036827195467422	query_1	['GO:0016043', 'GO:0090066']	['LIMK1', 'FN1', 'SPP1', 'RET', 'GRB2', 'VAV1', 'CDH1', 'PTK2B', 'VEGFA', 'L1CAM', 'NRP1', 'ELN', 'SEMA4D']
546	REAC	REAC:R-HSA-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	9.609944035405257e-06	True	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	14	120	4	17376	0.0333333333333333	0.2857142857142857	query_1	['REAC:R-HSA-373755']	['FYN', 'TLN1', 'NRP1', 'PLXNA1']
547	REAC	REAC:R-HSA-8875360	InlB-mediated entry of Listeria monocytogenes into host cell	9.609944035405257e-06	True	InlB-mediated entry of Listeria monocytogenes into host cell	14	120	4	17376	0.0333333333333333	0.2857142857142857	query_1	['REAC:R-HSA-8876384']	['MET', 'SH3KBP1', 'SH3GL2', 'CBL']
548	REAC	REAC:R-HSA-8983432	Interleukin-15 signaling	9.609944035405257e-06	True	Interleukin-15 signaling	14	120	4	17376	0.0333333333333333	0.2857142857142857	query_1	['REAC:R-HSA-451927']	['SHC1', 'SOS1', 'GRB2', 'GAB2']
549	REAC	REAC:R-HSA-9034015	Signaling by NTRK3 (TRKC)	9.609944035405257e-06	True	Signaling by NTRK3 (TRKC)	14	120	4	17376	0.0333333333333333	0.2857142857142857	query_1	['REAC:R-HSA-166520']	['SRC', 'PIK3R1', 'SOS1', 'PLCG1']
550	GO:BP	GO:0043062	extracellular structure organization	9.74288757324127e-06	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of structures in the space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane, and also covers the host cell environment outside an intracellular parasite."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	297	120	12	17376	0.1	0.0404040404040404	query_1	['GO:0016043']	['ITGB1', 'ITGB3', 'LOX', 'FBLN5', 'FBLN2', 'LOXL1', 'VTN', 'EMILIN1', 'ADAM15', 'ELN', 'PDGFRA', 'MFAP4']
551	GO:CC	GO:0031594	neuromuscular junction	9.747980207727594e-06	True	"""The junction between the axon of a motor neuron and a muscle fiber. In response to the arrival of action potentials, the presynaptic button releases molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane of the muscle fiber, leading to a change in post-synaptic potential."" [GOC:nln]"	77	120	7	17376	0.0583333333333333	0.0909090909090909	query_1	['GO:0045202']	['ITGB1', 'CRK', 'LRP4', 'ERBB2', 'MUSK', 'CRKL', 'ITGA3']
552	REAC	REAC:R-HSA-5655302	Signaling by FGFR1 in disease	9.880400916373984e-06	True	Signaling by FGFR1 in disease	31	120	5	17376	0.0416666666666666	0.1612903225806451	query_1	['REAC:R-HSA-1226099']	['PIK3R1', 'SOS1', 'GAB1', 'PLCG1', 'GAB2']
553	GO:BP	GO:0035767	endothelial cell chemotaxis	9.893081766443434e-06	True	"""The directed movement of an endothelial cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [CL:0000115, GOC:BHF]"	27	120	5	17376	0.0416666666666666	0.1851851851851851	query_1	['GO:0043542', 'GO:0060326']	['MET', 'KDR', 'VEGFA', 'NRP1', 'THBS1']
554	GO:CC	GO:0097708	intracellular vesicle	9.97019090583216e-06	True	"""Any vesicle that is part of the intracellular region."" [GOC:vesicles]"	2392	120	37	17376	0.3083333333333333	0.0154682274247491	query_1	['GO:0031982', 'GO:0043231']	['RAPGEF1', 'ITGB1', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'TGFB3', 'VPS37D', 'HGF', 'RET', 'PLCG2', 'STX1A', 'ITGA2B', 'ITGA5', 'FYN', 'NCF1', 'LYN', 'GRB2', 'LOXL1', 'EGFR', 'KDR', 'VCL', 'SYK', 'FCGR1A', 'ERBB2', 'CDH1', 'VEGFA', 'SH3KBP1', 'SH3GL2', 'VCAM1', 'NRP1', 'THBS1', 'ADAM15', 'FLT1', 'GRAP2']
555	REAC	REAC:R-HSA-1500931	Cell-Cell communication	1.002521550437757e-05	True	Cell-Cell communication	123	120	8	17376	0.0666666666666666	0.065040650406504	query_1	['REAC:0000000']	['ITGB1', 'PIK3R1', 'PXN', 'FYN', 'CDH1', 'PTK2B', 'PTK2', 'PTPN11']
556	GO:BP	GO:0007528	neuromuscular junction development	1.0028759890100931e-05	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a neuromuscular junction."" [GOC:mtg_OBO2OWL_2013]"	49	120	6	17376	0.05	0.1224489795918367	query_1	['GO:0050808']	['LRP4', 'TNC', 'ERBB2', 'MUSK', 'AGRN', 'CRKL']
557	GO:BP	GO:0045229	external encapsulating structure organization	1.0372013642173964e-05	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of external structures that lie outside the plasma membrane and surround the entire cell."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	299	120	12	17376	0.1	0.040133779264214	query_1	['GO:0016043']	['ITGB1', 'ITGB3', 'LOX', 'FBLN5', 'FBLN2', 'LOXL1', 'VTN', 'EMILIN1', 'ADAM15', 'ELN', 'PDGFRA', 'MFAP4']
558	GO:BP	GO:0048519	negative regulation of biological process	1.041143621299906e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5057	120	60	17376	0.5	0.0118647419418627	query_1	['GO:0008150', 'GO:0050789']	['MLX', 'LIMK1', 'MET', 'RAPGEF1', 'FKBP6', 'ITGB1', 'MIIP', 'MLXIPL', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'LRP4', 'LTBP1', 'ITGA5', 'FYN', 'BCL7B', 'SMARCA5', 'GTF2I', 'LYN', 'JAM3', 'EGFR', 'FBN1', 'KDR', 'VCL', 'FBN2', 'SYK', 'PLCG1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'BAZ1B', 'GTF2IRD1', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PLXNA1']
559	GO:BP	GO:0006915	apoptotic process	1.0620499447813764e-05	True	"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	1798	120	31	17376	0.2583333333333333	0.0172413793103448	query_1	['GO:0012501']	['ITGB1', 'VEGFB', 'ITGAV', 'BCAR1', 'SRC', 'TGFB3', 'PIK3R1', 'HGF', 'RET', 'SHC1', 'LOX', 'ITGA5', 'ITGA4', 'NCF1', 'BCL7B', 'LYN', 'EGFR', 'KDR', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'SH3KBP1', 'CRKL', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'CBL', 'SEMA4D']
560	GO:BP	GO:0050678	regulation of epithelial cell proliferation	1.102543136658519e-05	True	"""Any process that modulates the frequency, rate or extent of epithelial cell proliferation."" [GOC:ai]"	358	120	13	17376	0.1083333333333333	0.0363128491620111	query_1	['GO:0042127', 'GO:0050673']	['VEGFB', 'ITGB3', 'ITGA4', 'NRP2', 'EGFR', 'KDR', 'PLCG1', 'ERBB2', 'VEGFA', 'NRP1', 'THBS1', 'FLT1', 'PGF']
561	GO:BP	GO:0048013	ephrin receptor signaling pathway	1.1184846155169406e-05	True	"""The series of molecular signals initiated by ephrin binding to its receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	50	120	6	17376	0.05	0.12	query_1	['GO:0007169']	['SRC', 'CRK', 'FYN', 'LYN', 'PTK2', 'PTPN11']
562	GO:BP	GO:0043406	positive regulation of MAP kinase activity	1.1500565829314187e-05	True	"""Any process that activates or increases the frequency, rate or extent of MAP kinase activity."" [GOC:dph, GOC:go_curators]"	114	120	8	17376	0.0666666666666666	0.0701754385964912	query_1	['GO:0043405', 'GO:0043410', 'GO:0071902']	['SRC', 'EGFR', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'THBS1', 'FLT1']
563	GO:BP	GO:0046649	lymphocyte activation	1.1711412951651598e-05	True	"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]"	767	120	19	17376	0.1583333333333333	0.0247718383311603	query_1	['GO:0045321']	['ITGB1', 'SRC', 'PIK3R1', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'ITGA4', 'LAT', 'ZAP70', 'LYN', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'SH3KBP1', 'VCAM1', 'LCK', 'PTPN11']
564	GO:BP	GO:0002862	negative regulation of inflammatory response to antigenic stimulus	1.1711412951651598e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an inflammatory response to an antigenic stimulus."" [GOC:add]"	28	120	5	17376	0.0416666666666666	0.1785714285714285	query_1	['GO:0002437', 'GO:0002861', 'GO:0050728', 'GO:0050777']	['SRC', 'FYN', 'LYN', 'SYK', 'PLCG1']
565	GO:BP	GO:0050767	regulation of neurogenesis	1.2317648101411436e-05	True	"""Any process that modulates the frequency, rate or extent of neurogenesis, the generation of cells in the nervous system."" [GOC:ai]"	362	120	13	17376	0.1083333333333333	0.0359116022099447	query_1	['GO:0022008', 'GO:0051960', 'GO:0060284']	['LIMK1', 'ITGB1', 'PLXNB1', 'FN1', 'SPP1', 'LRP4', 'LYN', 'CDH1', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D', 'PLXNA1']
566	GO:BP	GO:0045927	positive regulation of growth	1.2395355076652343e-05	True	"""Any process that activates or increases the rate or extent of growth, the increase in size or mass of all or part of an organism."" [GOC:go_curators]"	251	120	11	17376	0.0916666666666666	0.0438247011952191	query_1	['GO:0040007', 'GO:0040008', 'GO:0048518']	['LIMK1', 'FN1', 'CRK', 'EGFR', 'ERBB2', 'PTK2B', 'VEGFA', 'AGRN', 'L1CAM', 'NRP1', 'SEMA4D']
567	GO:BP	GO:1903034	regulation of response to wounding	1.2487896150917885e-05	True	"""Any process that modulates the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]"	156	120	9	17376	0.075	0.0576923076923076	query_1	['GO:0009611', 'GO:0080134']	['ITGB1', 'VEGFB', 'SPP1', 'CRK', 'VTN', 'PTK2', 'EMILIN1', 'THBS1', 'PDGFRA']
568	GO:BP	GO:0050673	epithelial cell proliferation	1.298353750593698e-05	True	"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population. Epithelial cells make up the epithelium, the covering of internal and external surfaces of the body, including the lining of vessels and other small cavities. It consists of cells joined by small amounts of cementing substances."" [ISBN:0721662544]"	425	120	14	17376	0.1166666666666666	0.0329411764705882	query_1	['GO:0008283']	['VEGFB', 'ITGB3', 'HGF', 'ITGA4', 'NRP2', 'EGFR', 'KDR', 'PLCG1', 'ERBB2', 'VEGFA', 'NRP1', 'THBS1', 'FLT1', 'PGF']
569	GO:BP	GO:0007492	endoderm development	1.3222737392766809e-05	True	"""The process whose specific outcome is the progression of the endoderm over time, from its formation to the mature structure. The endoderm is the innermost germ layer that develops into the gastrointestinal tract, the lungs and associated tissues."" [GOC:dph, GOC:tb]"	81	120	7	17376	0.0583333333333333	0.0864197530864197	query_1	['GO:0009888']	['ITGB5', 'FN1', 'ITGAV', 'ITGA5', 'ITGA4', 'GRB2', 'VTN']
570	GO:BP	GO:0048012	hepatocyte growth factor receptor signaling pathway	1.3582132380164556e-05	True	"""The series of molecular signals initiated by a ligand binding to a hepatocyte growth factor receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	13	120	4	17376	0.0333333333333333	0.3076923076923077	query_1	['GO:0007169']	['MET', 'BCAR1', 'HGF', 'NRP1']
