Branchio-oculo-facial syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
365	GO:BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	1.6581912603136507e-07	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses serine/threonine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	341	101	14	17376	0.1386138613861386	0.0410557184750733	query_1	['GO:0007167']	['CITED2', 'CDKN2B', 'CREBBP', 'HDAC1', 'RBBP4', 'SIN3A', 'SMAD2', 'SMAD4', 'EP300', 'TFAP2B', 'FOXH1', 'TP53', 'SMAD3', 'HDAC2']
366	GO:BP	GO:0009887	animal organ morphogenesis	1.7832390748213116e-07	True	"""Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dgh, GOC:go_curators, ISBN:0471245208, ISBN:0721662544]"	1006	101	23	17376	0.2277227722772277	0.0228628230616302	query_1	['GO:0009653', 'GO:0048513']	['CITED2', 'BMI1', 'MYC', 'E2F4', 'RING1', 'CTNNB1', 'HDAC1', 'TFAP2A', 'FOXG1', 'AR', 'KDM5B', 'SMAD2', 'SMAD4', 'EP300', 'YY1', 'PCGF2', 'ESR1', 'TFAP2B', 'FOXH1', 'CUL1', 'TP53', 'SMAD3', 'HDAC2']
367	REAC	REAC:R-HSA-5689880	Ub-specific processing proteases	1.7958835311446508e-07	True	Ub-specific processing proteases	207	101	11	17376	0.1089108910891089	0.0531400966183574	query_1	['REAC:R-HSA-5688426']	['MYC', 'CCNA1', 'TRRAP', 'CCNA2', 'AR', 'SMAD2', 'SMAD4', 'RUVBL1', 'SKP2', 'TP53', 'SMAD3']
368	GO:BP	GO:0048863	stem cell differentiation	1.801353522146683e-07	True	"""The process in which a relatively unspecialized cell acquires specialized features of a stem cell. A stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells."" [CL:0000034, GOC:isa_complete]"	235	101	12	17376	0.1188118811881188	0.051063829787234	query_1	['GO:0030154']	['CITED2', 'REST', 'EZH2', 'CTNNB1', 'HDAC1', 'RBBP4', 'SMAD4', 'ESR1', 'KAT5', 'TP53', 'HDAC2', 'CDK6']
369	GO:BP	GO:0051240	positive regulation of multicellular organismal process	1.801353522146683e-07	True	"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]"	1571	101	29	17376	0.2871287128712871	0.0184595798854232	query_1	['GO:0032501', 'GO:0048518', 'GO:0051239']	['CITED2', 'REST', 'BMI1', 'AKT1', 'MYC', 'EZH2', 'FOXO3', 'CTNNB1', 'RB1', 'HDAC1', 'TFAP2A', 'RBBP4', 'SMARCA4', 'FOXG1', 'SIN3A', 'CDKN1A', 'AR', 'KDM5B', 'SMAD2', 'SMAD4', 'E2F1', 'EHMT1', 'CDK1', 'SP1', 'KAT5', 'SMAD3', 'HDAC2', 'KDM1A', 'CCND1']
370	REAC	REAC:R-HSA-69239	Synthesis of DNA	1.8896233795453016e-07	True	Synthesis of DNA	121	101	9	17376	0.0891089108910891	0.0743801652892562	query_1	['REAC:R-HSA-69242', 'REAC:R-HSA-69306']	['CCNA1', 'CCNE2', 'CCNE1', 'RBX1', 'CCNA2', 'SKP1', 'CDK2', 'SKP2', 'CUL1']
371	REAC	REAC:R-HSA-9616222	Transcriptional regulation of granulopoiesis	1.9341360886613105e-07	True	Transcriptional regulation of granulopoiesis	86	101	8	17376	0.0792079207920792	0.0930232558139534	query_1	['REAC:R-HSA-1266738']	['MYC', 'TFDP1', 'CDKN1A', 'EP300', 'E2F1', 'CDK2', 'CDK4', 'TFDP2']
372	GO:BP	GO:1902749	regulation of cell cycle G2/M phase transition	1.9704101630341385e-07	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the cell cycle."" [GO_REF:0000058, GOC:jl, GOC:TermGenie]"	108	101	9	17376	0.0891089108910891	0.0833333333333333	query_1	['GO:0044839', 'GO:1901987']	['CCNB1', 'SIN3A', 'CDKN1A', 'CDK1', 'CDKN2A', 'CDK2', 'CDK4', 'TP53', 'CCND1']
373	GO:CC	GO:0035098	ESC/E(Z) complex	1.9877161561499577e-07	True	"""A multimeric protein complex that can methylate lysine-27 and lysine-9 residues of histone H3. In Drosophila the core subunits of the complex include ESC, E(Z), CAF1 (NURF-55) and SU(Z)12. In mammals the core subunits of the complex include EED, EZH2, SUZ12 and RBBP4."" [GOC:bf, GOC:sp, PMID:12408863, PMID:12408864, PMID:20064375]"	16	101	5	17376	0.0495049504950495	0.3125	query_1	['GO:0031519', 'GO:0035097']	['EZH2', 'RBBP4', 'EED', 'SUZ12', 'HDAC2']
374	GO:CC	GO:0000118	histone deacetylase complex	2.1044028778341366e-07	True	"""A protein complex that possesses histone deacetylase activity."" [GOC:mah]"	83	101	8	17376	0.0792079207920792	0.0963855421686747	query_1	['GO:0005654', 'GO:0140513', 'GO:1902494']	['TRRAP', 'HDAC1', 'RBBP4', 'SIN3A', 'RUVBL1', 'RCOR1', 'KAT5', 'HDAC2']
375	GO:CC	GO:0000151	ubiquitin ligase complex	2.1044028778341366e-07	True	"""A protein complex that includes a ubiquitin-protein ligase and enables ubiquitin protein ligase activity. The complex also contains other proteins that may confer substrate specificity on the complex."" [GOC:jh2, PMID:9529603]"	309	101	13	17376	0.1287128712871287	0.0420711974110032	query_1	['GO:0140535', 'GO:1990234']	['BMI1', 'CKS1B', 'RING1', 'PHC1', 'RBX1', 'PCGF6', 'SKP1', 'PCGF2', 'SKP2', 'RNF2', 'CDKN1B', 'CUL1', 'PHC3']
376	GO:BP	GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity	2.156041439269473e-07	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cyclin-dependent protein serine/threonine kinase activity."" [GOC:go_curators, GOC:pr]"	29	101	6	17376	0.0594059405940594	0.2068965517241379	query_1	['GO:0000079', 'GO:0045786', 'GO:0071901', 'GO:1904030']	['CDKN2B', 'CDKN2D', 'CDKN1A', 'CDKN2C', 'CDKN2A', 'CDKN1B']
377	GO:BP	GO:1904030	negative regulation of cyclin-dependent protein kinase activity	2.156041439269473e-07	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cyclin-dependent protein kinase activity."" [GO_REF:0000059, GOC:als, GOC:TermGenie, PMID:22995177]"	29	101	6	17376	0.0594059405940594	0.2068965517241379	query_1	['GO:0006469', 'GO:1904029']	['CDKN2B', 'CDKN2D', 'CDKN1A', 'CDKN2C', 'CDKN2A', 'CDKN1B']
378	GO:BP	GO:0071840	cellular component organization or biogenesis	2.333502225867316e-07	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	6223	101	64	17376	0.6336633663366337	0.0102844287321227	query_1	['GO:0009987']	['REST', 'BMI1', 'AKT1', 'CTCF', 'MYC', 'EZH2', 'CREBBP', 'SERTAD1', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'TFAP2C', 'CCNB1', 'MAX', 'CCNA1', 'RBL1', 'KCTD1', 'CCNE2', 'RBL2', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'EED', 'FOXG1', 'DNMT1', 'SIN3A', 'CDKN2D', 'E2F5', 'CDKN1A', 'AR', 'KDM5B', 'SMAD2', 'SKP1', 'RYBP', 'SMAD4', 'EP300', 'RUVBL1', 'EHMT1', 'MNAT1', 'YY1', 'CDK1', 'SUZ12', 'CDKN2C', 'CDKN2A', 'RCOR1', 'CDK2', 'KCTD15', 'ESR1', 'KAT5', 'L3MBTL2', 'RNF2', 'CDKN1B', 'TP53', 'SMAD3', 'YEATS4', 'HDAC2', 'KDM1A', 'EPC1']
379	REAC	REAC:R-HSA-195721	Signaling by WNT	2.4952957320291804e-07	True	Signaling by WNT	323	101	13	17376	0.1287128712871287	0.0402476780185758	query_1	['REAC:R-HSA-162582']	['AKT1', 'MYC', 'CREBBP', 'TRRAP', 'CTNNB1', 'HDAC1', 'SMARCA4', 'RBX1', 'SKP1', 'EP300', 'RUVBL1', 'KAT5', 'CUL1']
380	GO:BP	GO:1902895	positive regulation of miRNA transcription	2.575813065683851e-07	True	"""Any process that activates or increases the frequency, rate or extent of microRNA (miRNA) gene transcription."" [GO_REF:0000058, GOC:dph, GOC:kmv, GOC:TermGenie, PMID:24699545]"	51	101	7	17376	0.0693069306930693	0.1372549019607843	query_1	['GO:0045893', 'GO:0061614', 'GO:1902893', 'GO:2000630']	['MYC', 'FOXO3', 'SMARCA4', 'AR', 'SMAD4', 'TP53', 'SMAD3']
381	GO:BP	GO:0001558	regulation of cell growth	2.674260802565889e-07	True	"""Any process that modulates the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]"	417	101	15	17376	0.1485148514851485	0.0359712230215827	query_1	['GO:0016049', 'GO:0040008', 'GO:0051128']	['AKT1', 'SERTAD1', 'CDK5', 'RB1', 'SMARCA4', 'SIN3A', 'CDKN2D', 'CDKN1A', 'SMAD4', 'YY1', 'CDKN2C', 'CDKN2A', 'CDKN1B', 'TP53', 'SMAD3']
382	GO:BP	GO:0043543	protein acylation	2.906988978163141e-07	True	"""The addition of an acyl group, any group or radical of the form RCO- where R is an organic group, to a protein amino acid."" [GOC:jl]"	246	101	12	17376	0.1188118811881188	0.048780487804878	query_1	['GO:0036211']	['BMI1', 'CREBBP', 'TRRAP', 'SMAD4', 'EP300', 'RUVBL1', 'PCGF2', 'FOXO1', 'KAT5', 'YEATS4', 'HDAC2', 'EPC1']
383	GO:BP	GO:0016049	cell growth	3.022545193975033e-07	True	"""The process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present."" [GOC:ai]"	487	101	16	17376	0.1584158415841584	0.0328542094455852	query_1	['GO:0009987', 'GO:0040007']	['AKT1', 'SERTAD1', 'CDK5', 'CTNNB1', 'RB1', 'SMARCA4', 'SIN3A', 'CDKN2D', 'CDKN1A', 'SMAD4', 'YY1', 'CDKN2C', 'CDKN2A', 'CDKN1B', 'TP53', 'SMAD3']
384	GO:BP	GO:0016573	histone acetylation	3.188060531773681e-07	True	"""The modification of a histone by the addition of an acetyl group."" [GOC:ai]"	154	101	10	17376	0.099009900990099	0.0649350649350649	query_1	['GO:0016570', 'GO:0018393']	['BMI1', 'CREBBP', 'TRRAP', 'SMAD4', 'EP300', 'RUVBL1', 'PCGF2', 'KAT5', 'YEATS4', 'EPC1']
385	GO:BP	GO:0090068	positive regulation of cell cycle process	3.431748264150437e-07	True	"""Any process that increases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]"	250	101	12	17376	0.1188118811881188	0.048	query_1	['GO:0010564', 'GO:0022402', 'GO:0045787']	['AKT1', 'EZH2', 'CCNB1', 'TFDP1', 'RB1', 'SIN3A', 'CCND2', 'CDK1', 'KAT5', 'CCND3', 'CDK4', 'CCND1']
386	GO:BP	GO:0030154	cell differentiation	3.638120096510346e-07	True	"""The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]"	4044	101	49	17376	0.4851485148514851	0.0121167161226508	query_1	['GO:0048869']	['CITED2', 'REST', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'EZH2', 'CDK5', 'EHMT2', 'E2F4', 'RBL1', 'FOXO3', 'RBL2', 'CTNNB1', 'RB1', 'HDAC1', 'TFAP2A', 'RBBP4', 'SMARCA4', 'FOXG1', 'DNMT1', 'SIN3A', 'AR', 'KDM5B', 'SMAD2', 'SMAD4', 'EP300', 'E2F1', 'MGA', 'YY1', 'CDK1', 'SUZ12', 'CDKN2C', 'CDKN2A', 'RCOR1', 'C3orf62', 'ESR1', 'FOXO1', 'KAT5', 'TFAP2B', 'RNF2', 'CDKN1B', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1']
387	GO:BP	GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	3.900237916394532e-07	True	"""Any process that activates or increases the frequency, rate or extent of CDK activity."" [GOC:go_curators, GOC:pr]"	32	101	6	17376	0.0594059405940594	0.1875	query_1	['GO:0000079', 'GO:0045787', 'GO:0071902', 'GO:1904031']	['AKT1', 'CCND2', 'MNAT1', 'CCND3', 'CDKN1B', 'CCND1']
388	GO:BP	GO:0007389	pattern specification process	4.2731312887446e-07	True	"""Any developmental process that results in the creation of defined areas or spaces within an organism to which cells respond and eventually are instructed to differentiate."" [GOC:go_curators, GOC:isa_complete, ISBN:0521436125]"	433	101	15	17376	0.1485148514851485	0.0346420323325635	query_1	['GO:0007275', 'GO:0032501']	['CITED2', 'BMI1', 'RING1', 'CTNNB1', 'FOXG1', 'AR', 'SMAD2', 'SMAD4', 'EP300', 'YY1', 'PCGF2', 'FOXH1', 'RNF2', 'TP53', 'SMAD3']
389	GO:BP	GO:0048869	cellular developmental process	4.466532328625913e-07	True	"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]"	4070	101	49	17376	0.4851485148514851	0.012039312039312	query_1	['GO:0009987', 'GO:0032502']	['CITED2', 'REST', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'EZH2', 'CDK5', 'EHMT2', 'E2F4', 'RBL1', 'FOXO3', 'RBL2', 'CTNNB1', 'RB1', 'HDAC1', 'TFAP2A', 'RBBP4', 'SMARCA4', 'FOXG1', 'DNMT1', 'SIN3A', 'AR', 'KDM5B', 'SMAD2', 'SMAD4', 'EP300', 'E2F1', 'MGA', 'YY1', 'CDK1', 'SUZ12', 'CDKN2C', 'CDKN2A', 'RCOR1', 'C3orf62', 'ESR1', 'FOXO1', 'KAT5', 'TFAP2B', 'RNF2', 'CDKN1B', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1']
390	GO:BP	GO:0018393	internal peptidyl-lysine acetylation	4.750073859433128e-07	True	"""The addition of an acetyl group to a non-terminal lysine residue in a protein."" [GOC:mah]"	161	101	10	17376	0.099009900990099	0.062111801242236	query_1	['GO:0006475', 'GO:0018394']	['BMI1', 'CREBBP', 'TRRAP', 'SMAD4', 'EP300', 'RUVBL1', 'PCGF2', 'KAT5', 'YEATS4', 'EPC1']
391	REAC	REAC:R-HSA-8853884	Transcriptional Regulation by VENTX	4.861804205014408e-07	True	Transcriptional Regulation by VENTX	39	101	6	17376	0.0594059405940594	0.1538461538461538	query_1	['REAC:R-HSA-212436']	['EHMT2', 'CTNNB1', 'EHMT1', 'CDKN2A', 'TP53', 'CCND1']
392	REAC	REAC:R-HSA-201681	TCF dependent signaling in response to WNT	4.861804205014408e-07	True	TCF dependent signaling in response to WNT	229	101	11	17376	0.1089108910891089	0.0480349344978165	query_1	['REAC:R-HSA-195721']	['AKT1', 'MYC', 'CREBBP', 'TRRAP', 'CTNNB1', 'HDAC1', 'SMARCA4', 'RBX1', 'EP300', 'RUVBL1', 'KAT5']
393	GO:BP	GO:0006475	internal protein amino acid acetylation	5.319770739672617e-07	True	"""The addition of an acetyl group to a non-terminal amino acid in a protein."" [GOC:mah]"	163	101	10	17376	0.099009900990099	0.0613496932515337	query_1	['GO:0006473']	['BMI1', 'CREBBP', 'TRRAP', 'SMAD4', 'EP300', 'RUVBL1', 'PCGF2', 'KAT5', 'YEATS4', 'EPC1']
394	GO:BP	GO:2000630	positive regulation of miRNA metabolic process	5.431343496046647e-07	True	"""Any process that activates or increases the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]"	57	101	7	17376	0.0693069306930693	0.1228070175438596	query_1	['GO:0010586', 'GO:0051254', 'GO:2000628']	['MYC', 'FOXO3', 'SMARCA4', 'AR', 'SMAD4', 'TP53', 'SMAD3']
395	GO:BP	GO:0045597	positive regulation of cell differentiation	5.517047308541263e-07	True	"""Any process that activates or increases the frequency, rate or extent of cell differentiation."" [GOC:go_curators]"	815	101	20	17376	0.198019801980198	0.0245398773006134	query_1	['GO:0030154', 'GO:0045595', 'GO:0048522', 'GO:0051094']	['REST', 'CDKN2B', 'AKT1', 'EZH2', 'FOXO3', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'FOXG1', 'SIN3A', 'AR', 'SMAD2', 'SMAD4', 'E2F1', 'RCOR1', 'KAT5', 'SMAD3', 'HDAC2', 'KDM1A']
396	REAC	REAC:R-HSA-69620	Cell Cycle Checkpoints	5.919714535119084e-07	True	Cell Cycle Checkpoints	289	101	12	17376	0.1188118811881188	0.0415224913494809	query_1	['REAC:R-HSA-1640170']	['CCNB1', 'CCNA1', 'CCNE2', 'CCNE1', 'CDKN1A', 'CCNA2', 'CDK1', 'CDKN2A', 'CDK2', 'KAT5', 'CDKN1B', 'TP53']
397	GO:CC	GO:0032993	protein-DNA complex	5.944634388253492e-07	True	"""A macromolecular complex containing both protein and DNA molecules."" [GOC:mah]"	226	101	11	17376	0.1089108910891089	0.0486725663716814	query_1	['GO:0032991']	['MAX', 'TRRAP', 'CTNNB1', 'EP300', 'RUVBL1', 'SUZ12', 'SP1', 'ESR1', 'KAT5', 'YEATS4', 'EPC1']
398	GO:BP	GO:0097190	apoptotic signaling pathway	6.452629510912284e-07	True	"""The series of molecular signals which triggers the apoptotic death of a cell. The pathway starts with reception of a signal, and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis]"	588	101	17	17376	0.1683168316831683	0.0289115646258503	query_1	['GO:0006915', 'GO:0007165']	['BMI1', 'AKT1', 'MYC', 'CTNNB1', 'RB1', 'HDAC1', 'CDKN2D', 'CDKN1A', 'AR', 'E2F2', 'EP300', 'E2F1', 'PCGF2', 'CUL1', 'TP53', 'SMAD3', 'KDM1A']
399	GO:BP	GO:1904031	positive regulation of cyclin-dependent protein kinase activity	6.661619408227036e-07	True	"""Any process that activates or increases the frequency, rate or extent of cyclin-dependent protein kinase activity."" [GO_REF:0000059, GOC:als, GOC:TermGenie, PMID:22995177]"	35	101	6	17376	0.0594059405940594	0.1714285714285714	query_1	['GO:0045860', 'GO:1904029']	['AKT1', 'CCND2', 'MNAT1', 'CCND3', 'CDKN1B', 'CCND1']
400	GO:BP	GO:1901699	cellular response to nitrogen compound	6.813509486758397e-07	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	666	101	18	17376	0.1782178217821782	0.027027027027027	query_1	['GO:0070887', 'GO:1901698']	['AKT1', 'EZH2', 'CDK5', 'EHMT2', 'MAX', 'CTNNB1', 'RB1', 'DNMT1', 'SIN3A', 'CCNA2', 'CDK2', 'SP1', 'FOXO1', 'CCND3', 'CDK4', 'TP53', 'HDAC2', 'KDM1A']
401	REAC	REAC:R-HSA-139915	Activation of PUMA and translocation to mitochondria	6.82836125388583e-07	True	Activation of PUMA and translocation to mitochondria	9	101	4	17376	0.0396039603960396	0.4444444444444444	query_1	['REAC:R-HSA-114452']	['TFDP1', 'E2F1', 'TP53', 'TFDP2']
402	REAC	REAC:R-HSA-9711123	Cellular response to chemical stress	6.89160571127376e-07	True	Cellular response to chemical stress	187	101	10	17376	0.099009900990099	0.053475935828877	query_1	['REAC:R-HSA-2262752']	['AKT1', 'MYC', 'CREBBP', 'RBX1', 'SIN3A', 'SKP1', 'EP300', 'CDKN2A', 'SKP2', 'CUL1']
403	GO:BP	GO:0034644	cellular response to UV	7.238055059256864e-07	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers."" [GOC:mah]"	90	101	8	17376	0.0792079207920792	0.0888888888888888	query_1	['GO:0009411', 'GO:0071482']	['MYC', 'CREBBP', 'RBX1', 'CDKN1A', 'EP300', 'YY1', 'TP53', 'KDM1A']
404	REAC	REAC:R-HSA-1181150	Signaling by NODAL	7.407732301183748e-07	True	Signaling by NODAL	22	101	5	17376	0.0495049504950495	0.2272727272727272	query_1	['REAC:R-HSA-1266738']	['FOXO3', 'SMAD2', 'SMAD4', 'FOXH1', 'SMAD3']
405	GO:BP	GO:0043010	camera-type eye development	8.118808445104552e-07	True	"""The process whose specific outcome is the progression of the camera-type eye over time, from its formation to the mature structure. The camera-type eye is an organ of sight that receives light through an aperture and focuses it through a lens, projecting it on a photoreceptor field."" [GOC:go_curators, GOC:mtg_sensu]"	329	101	13	17376	0.1287128712871287	0.0395136778115501	query_1	['GO:0001654']	['CITED2', 'MAX', 'RING1', 'CTNNB1', 'HDAC1', 'TFAP2A', 'SMARCA4', 'KDM5B', 'YY1', 'TFAP2B', 'CDKN1B', 'SMAD3', 'HDAC2']
406	REAC	REAC:R-HSA-4570464	SUMOylation of RNA binding proteins	8.544283078605341e-07	True	SUMOylation of RNA binding proteins	43	101	6	17376	0.0594059405940594	0.1395348837209302	query_1	['REAC:R-HSA-3108232']	['BMI1', 'RING1', 'PHC1', 'PCGF2', 'RNF2', 'PHC3']
407	GO:BP	GO:0009888	tissue development	8.571732938455265e-07	True	"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]"	1908	101	31	17376	0.3069306930693069	0.0162473794549266	query_1	['GO:0048856']	['CITED2', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'EZH2', 'CDK5', 'E2F4', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'TFAP2A', 'AR', 'KDM5B', 'SMAD2', 'SMAD4', 'EP300', 'YY1', 'CDK1', 'ESR1', 'KAT5', 'TFAP2B', 'FOXH1', 'CDK4', 'CDKN1B', 'TP53', 'SMAD3', 'HDAC2', 'CDK6', 'CCND1']
408	REAC	REAC:R-HSA-9675132	Diseases of cellular response to stress	8.774616541842487e-07	True	Diseases of cellular response to stress	3	101	3	17376	0.0297029702970297	1.0	query_1	['REAC:R-HSA-1643685']	['CDKN2A', 'CDK4', 'CDK6']
409	REAC	REAC:R-HSA-3304347	Loss of Function of SMAD4 in Cancer	8.774616541842487e-07	True	Loss of Function of SMAD4 in Cancer	3	101	3	17376	0.0297029702970297	1.0	query_1	['REAC:R-HSA-3304351']	['SMAD2', 'SMAD4', 'SMAD3']
