Lenz-Majewski hyperostotic dwarfism	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
78	GO:BP	GO:0044248	cellular catabolic process	2.730946265503677e-05	True	"""The chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells."" [GOC:jl]"	1429	96	25	15719	0.2604166666666667	0.0174947515745276	query_1	['GO:0009056', 'GO:0044237']	['MOV10', 'RAB1B', 'AGO4', 'RAB7A', 'OPTN', 'ABCD3', 'RAB8A', 'ABCD2', 'HTT', 'ZFP36', 'NT5E', 'AGO2', 'TNRC6A', 'TNRC6B', 'ABCD1', 'RAB5A', 'DICER1', 'TNRC6C', 'RAB1A', 'SLC27A2', 'AGO3', 'HSD17B10', 'TBC1D17', 'RAB23', 'AGO1']
34	REAC	REAC:R-HSA-112310	Neurotransmitter release cycle	2.746852417476656e-05	True	Neurotransmitter release cycle	49	86	6	10022	0.0697674418604651	0.1224489795918367	query_1	['REAC:R-HSA-112315']	['SYT1', 'VAMP2', 'STX1A', 'PPFIA3', 'SNAP25', 'RAB3A']
79	GO:BP	GO:0017148	negative regulation of translation	2.995275124898202e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of proteins by the translation of mRNA or circRNA."" [GOC:isa_complete]"	173	96	9	15719	0.09375	0.0520231213872832	query_1	['GO:0006412', 'GO:0006417', 'GO:0010558', 'GO:0010629', 'GO:0031327', 'GO:0034249', 'GO:0051248']	['MOV10', 'AGO4', 'ZFP36', 'AGO2', 'TNRC6A', 'TNRC6B', 'TNRC6C', 'AGO3', 'AGO1']
57	GO:CC	GO:0030658	transport vesicle membrane	3.095521646912953e-05	True	"""The lipid bilayer surrounding a transport vesicle."" [GOC:mah]"	222	95	9	16420	0.0947368421052631	0.0405405405405405	query_1	['GO:0030133', 'GO:0030659', 'GO:0098588']	['RAB7A', 'SYT1', 'VAMP2', 'RAB5B', 'STX1A', 'RAB5A', 'RAB1A', 'RAB35', 'RAB3A']
82	GO:BP	GO:0007264	small GTPase mediated signal transduction	3.307853255372914e-05	True	"""The series of molecular signals in which a small monomeric GTPase relays a signal."" [GOC:mah]"	481	96	14	15719	0.1458333333333333	0.0291060291060291	query_1	['GO:0035556']	['RUFY1', 'RABGEF1', 'CHM', 'RAB4A', 'ARHGDIA', 'RHOG', 'CHML', 'RAB12', 'GDI1', 'GDI2', 'ARHGDIG', 'RAB35', 'RHOH', 'ARHGDIB']
81	GO:BP	GO:1900153	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	3.307853255372914e-05	True	"""Any process that activates or increases the frequency, rate or extent of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay."" [GOC:mcc, GOC:TermGenie]"	14	96	4	15719	0.0416666666666666	0.2857142857142857	query_1	['GO:0000288', 'GO:0061014', 'GO:1900151']	['ZFP36', 'AGO2', 'TNRC6B', 'TNRC6C']
80	GO:BP	GO:0045055	regulated exocytosis	3.307853255372914e-05	True	"""A process of exocytosis in which soluble proteins and other substances are initially stored in secretory vesicles for later release. It is found mainly in cells that are specialized for secreting products such as hormones, neurotransmitters, or digestive enzymes rapidly on demand."" [GOC:mah, ISBN:0716731363]"	227	96	10	15719	0.1041666666666666	0.0440528634361233	query_1	['GO:0006887']	['SYT1', 'VAMP2', 'RABGEF1', 'STX1A', 'RAB5A', 'PPFIA3', 'SNAP25', 'RAB10', 'STXBP1', 'RAB3A']
83	GO:BP	GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	3.512901202493834e-05	True	"""Shortening of the poly(A) tail of a nuclear-transcribed mRNA from full length to an oligo(A) length."" [GOC:krc]"	32	96	5	15719	0.0520833333333333	0.15625	query_1	['GO:0000288', 'GO:0000956']	['ZFP36', 'AGO2', 'TNRC6A', 'TNRC6B', 'TNRC6C']
84	GO:BP	GO:0061157	mRNA destabilization	3.743015255755991e-05	True	"""Any process that decreases the stability of an mRNA molecule, making it more vulnerable to degradative processes. Messenger RNA is the intermediate molecule between DNA and protein. It includes UTR and coding sequences. It does not contain introns."" [GOC:dph, GOC:jh]"	92	96	7	15719	0.0729166666666666	0.0760869565217391	query_1	['GO:0017148', 'GO:0043488', 'GO:0050779', 'GO:0061014']	['MOV10', 'ZFP36', 'AGO2', 'TNRC6A', 'TNRC6B', 'TNRC6C', 'AGO3']
85	GO:BP	GO:0030030	cell projection organization	4.219599635740615e-05	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]"	1470	96	25	15719	0.2604166666666667	0.0170068027210884	query_1	['GO:0016043']	['MOV10', 'RAB34', 'MICALL1', 'SYT1', 'RAB8A', 'ABCD2', 'HTT', 'RAB8B', 'RAB3IP', 'ABCD1', 'RAB5A', 'DICER1', 'RAB13', 'RHOG', 'RILP', 'GDI1', 'SNAP25', 'GDI2', 'RAB10', 'STXBP1', 'RAB35', 'RAB23', 'RHOH', 'RAB3A', 'RAB6A']
59	GO:CC	GO:0043230	extracellular organelle	4.285854255791587e-05	True	"""Organized structure of distinctive morphology and function, occurring outside the cell. Includes, for example, extracellular membrane vesicles (EMVs) and the cellulosomes of anaerobic bacteria and fungi."" [GOC:jl, PMID:9914479]"	2045	95	28	16420	0.2947368421052631	0.0136919315403422	query_1	['GO:0005576', 'GO:0043226']	['RAB34', 'RAB14', 'RAB1B', 'RAB7A', 'RAB8A', 'OSBPL1A', 'RAB8B', 'NT5E', 'RAB5B', 'AGO2', 'RAB5C', 'RAB5A', 'RAB4A', 'DICER1', 'RAB13', 'ARHGDIA', 'RHOG', 'RAB1A', 'YWHAE', 'PPFIA3', 'SLC27A2', 'GDI2', 'RAB10', 'STXBP1', 'RAB35', 'RAB3A', 'ARHGDIB', 'RAB6A']
58	GO:CC	GO:0065010	extracellular membrane-bounded organelle	4.285854255791587e-05	True	"""Organized structure of distinctive morphology and function, bounded by a lipid bilayer membrane and occurring outside the cell."" [GOC:isa_complete]"	2045	95	28	16420	0.2947368421052631	0.0136919315403422	query_1	['GO:0043227', 'GO:0043230']	['RAB34', 'RAB14', 'RAB1B', 'RAB7A', 'RAB8A', 'OSBPL1A', 'RAB8B', 'NT5E', 'RAB5B', 'AGO2', 'RAB5C', 'RAB5A', 'RAB4A', 'DICER1', 'RAB13', 'ARHGDIA', 'RHOG', 'RAB1A', 'YWHAE', 'PPFIA3', 'SLC27A2', 'GDI2', 'RAB10', 'STXBP1', 'RAB35', 'RAB3A', 'ARHGDIB', 'RAB6A']
60	GO:CC	GO:1903561	extracellular vesicle	4.285854255791587e-05	True	"""Any vesicle that is part of the extracellular region."" [GO_REF:0000064, GOC:pm, GOC:TermGenie, PMID:24769233]"	2044	95	28	16420	0.2947368421052631	0.0136986301369863	query_1	['GO:0031982', 'GO:0065010']	['RAB34', 'RAB14', 'RAB1B', 'RAB7A', 'RAB8A', 'OSBPL1A', 'RAB8B', 'NT5E', 'RAB5B', 'AGO2', 'RAB5C', 'RAB5A', 'RAB4A', 'DICER1', 'RAB13', 'ARHGDIA', 'RHOG', 'RAB1A', 'YWHAE', 'PPFIA3', 'SLC27A2', 'GDI2', 'RAB10', 'STXBP1', 'RAB35', 'RAB3A', 'ARHGDIB', 'RAB6A']
61	GO:CC	GO:0045202	synapse	4.340476764843763e-05	True	"""The junction between an axon of one neuron and a dendrite of another neuron, a muscle fiber or a glial cell. As the axon approaches the synapse it enlarges into a specialized structure, the presynaptic terminal bouton, which contains mitochondria and synaptic vesicles. At the tip of the terminal bouton is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic terminal bouton secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane."" [GOC:aruk, ISBN:0198506732, PMID:24619342, PMID:29383328, PMID:31998110]"	1367	95	22	16420	0.231578947368421	0.01609363569861	query_1	['GO:0030054']	['APBA3', 'RAB7A', 'SYT1', 'RAB8A', 'HTT', 'RAB8B', 'BACE1', 'VAMP2', 'RAB5B', 'STX1A', 'RAB5A', 'RAB4A', 'RAB13', 'ARHGDIA', 'PPFIA3', 'GDI1', 'SNAP25', 'GDI2', 'RAB10', 'STXBP1', 'RAB35', 'RAB3A']
35	REAC	REAC:R-HSA-9609507	Protein localization	4.3667577385945615e-05	True	Protein localization	152	86	9	10022	0.1046511627906976	0.0592105263157894	query_1	['REAC:0000000']	['ABCD3', 'ABCD2', 'VAMP2', 'STX1A', 'ABCD1', 'PEX3', 'SLC27A2', 'PEX19', 'PEX16']
87	GO:BP	GO:0007269	neurotransmitter secretion	4.628473934687236e-05	True	"""The regulated release of neurotransmitter from the presynapse into the synaptic cleft via calcium-regulated exocytosis during synaptic transmission."" [GOC:dph]"	137	96	8	15719	0.0833333333333333	0.0583941605839416	query_1	['GO:0001505', 'GO:0006836', 'GO:0007268', 'GO:0051649', 'GO:0099643']	['SYT1', 'VAMP2', 'STX1A', 'RAB5A', 'PPFIA3', 'SNAP25', 'STXBP1', 'RAB3A']
88	GO:BP	GO:0099643	signal release from synapse	4.628473934687236e-05	True	"""Any signal release from a synapse."" [GOC:dos]"	137	96	8	15719	0.0833333333333333	0.0583941605839416	query_1	['GO:0023061', 'GO:0099536']	['SYT1', 'VAMP2', 'STX1A', 'RAB5A', 'PPFIA3', 'SNAP25', 'STXBP1', 'RAB3A']
86	GO:BP	GO:0000038	very long-chain fatty acid metabolic process	4.628473934687236e-05	True	"""The chemical reactions and pathways involving a very long chain fatty acid, a fatty acid with an aliphatic tail of 22 or more carbons."" [GOC:hjd]"	34	96	5	15719	0.0520833333333333	0.1470588235294117	query_1	['GO:0006631']	['ABCD3', 'ABCD2', 'ABCD1', 'ELOVL2', 'SLC27A2']
89	GO:BP	GO:0050779	RNA destabilization	4.663398314852589e-05	True	"""Any process that decreases the stability of an RNA molecule, making it more vulnerable to degradative processes."" [GOC:ai]"	96	96	7	15719	0.0729166666666666	0.0729166666666666	query_1	['GO:0006401', 'GO:0031331', 'GO:0043487', 'GO:0051254']	['MOV10', 'ZFP36', 'AGO2', 'TNRC6A', 'TNRC6B', 'TNRC6C', 'AGO3']
90	GO:BP	GO:0061014	positive regulation of mRNA catabolic process	4.663398314852589e-05	True	"""Any process that increases the rate, frequency, or extent of a mRNA catabolic process, the chemical reactions and pathways resulting in the breakdown of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	96	96	7	15719	0.0729166666666666	0.0729166666666666	query_1	['GO:0006402', 'GO:0031331', 'GO:0061013', 'GO:1903313']	['MOV10', 'ZFP36', 'AGO2', 'TNRC6A', 'TNRC6B', 'TNRC6C', 'AGO3']
62	GO:CC	GO:0030135	coated vesicle	4.738600196589814e-05	True	"""Small membrane-bounded organelle formed by pinching off of a coated region of membrane. Some coats are made of clathrin, whereas others are made from other proteins."" [ISBN:0815316194]"	300	95	10	16420	0.1052631578947368	0.0333333333333333	query_1	['GO:0031410']	['RAB14', 'SYT1', 'RAB8A', 'RAB8B', 'VAMP2', 'RAB5A', 'RAB13', 'GGA2', 'RAB35', 'RAB3A']
63	GO:CC	GO:0061200	clathrin-sculpted gamma-aminobutyric acid transport vesicle	5.081763130507297e-05	True	"""A clathrin-sculpted lipid bilayer membrane-enclosed vesicle after clathrin release and containing gamma-aminobutyric acid transport vesicle."" [GOC:dph]"	8	95	3	16420	0.031578947368421	0.375	query_1	['GO:0060198']	['SYT1', 'VAMP2', 'RAB3A']
65	GO:CC	GO:0061202	clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane	5.081763130507297e-05	True	"""The lipid bilayer surrounding a clathrin-sculpted gamma-aminobutyric acid transport vesicle."" [GOC:dph]"	8	95	3	16420	0.031578947368421	0.375	query_1	['GO:0030665', 'GO:0061200']	['SYT1', 'VAMP2', 'RAB3A']
64	GO:CC	GO:0032593	insulin-responsive compartment	5.081763130507297e-05	True	"""A small membrane-bounded vesicle that releases its contents by exocytosis in response to insulin stimulation; the contents are enriched in GLUT4, IRAP and VAMP2."" [PMID:17644329]"	8	95	3	16420	0.031578947368421	0.375	query_1	['GO:0030141']	['RAB4A', 'RAB13', 'RAB10']
66	GO:CC	GO:0005794	Golgi apparatus	6.283313853732598e-05	True	"""A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."" [ISBN:0198506732]"	1516	95	23	16420	0.2421052631578947	0.0151715039577836	query_1	['GO:0005737', 'GO:0012505', 'GO:0043231']	['RAB34', 'RAB14', 'RAB1B', 'RAB7A', 'OPTN', 'SYT1', 'RAB8A', 'HTT', 'BACE1', 'VAMP2', 'TNRC6A', 'RAB3IP', 'GGA1', 'RAB13', 'RAB1A', 'GGA2', 'GGA3', 'GOLM1', 'GDI1', 'SNAP25', 'GDI2', 'RAB10', 'RAB6A']
91	GO:BP	GO:0006836	neurotransmitter transport	6.423466138728383e-05	True	"""The directed movement of a neurotransmitter into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Neurotransmitters are any chemical substance that is capable of transmitting (or inhibiting the transmission of) a nerve impulse from a neuron to another cell."" [GOC:ai]"	193	96	9	15719	0.09375	0.0466321243523316	query_1	['GO:0006810']	['SYT1', 'VAMP2', 'SLC6A8', 'STX1A', 'RAB5A', 'PPFIA3', 'SNAP25', 'STXBP1', 'RAB3A']
92	GO:BP	GO:0019882	antigen processing and presentation	6.423466138728383e-05	True	"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC protein complex."" [GO_REF:0000022, GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]"	101	96	7	15719	0.0729166666666666	0.0693069306930693	query_1	['GO:0002376']	['RAB34', 'RAB8B', 'RAB5B', 'RAB4A', 'RAB10', 'RAB35', 'RAB6A']
95	GO:BP	GO:0140352	export from cell	6.781241597933092e-05	True	"""The directed movement of some substance from a cell, into the extracellular region. This may occur via transport across the plasma membrane or via exocytosis."" [GOC:pg]"	844	96	18	15719	0.1875	0.0213270142180094	query_1	['GO:0006810', 'GO:0009987']	['RAB7A', 'SYT1', 'RAB8A', 'RAB8B', 'VAMP2', 'RABGEF1', 'RAB3IP', 'STX1A', 'RAB5A', 'RAB13', 'RAB1A', 'YWHAE', 'PPFIA3', 'SNAP25', 'RAB10', 'STXBP1', 'RAB3A', 'RAB3IL1']
93	GO:BP	GO:0031331	positive regulation of cellular catabolic process	6.781241597933092e-05	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells."" [GOC:mah]"	311	96	11	15719	0.1145833333333333	0.0353697749196141	query_1	['GO:0009896', 'GO:0031325', 'GO:0031329', 'GO:0044248']	['MOV10', 'OPTN', 'ABCD2', 'HTT', 'ZFP36', 'AGO2', 'TNRC6A', 'TNRC6B', 'ABCD1', 'TNRC6C', 'AGO3']
96	GO:BP	GO:0099504	synaptic vesicle cycle	6.781241597933092e-05	True	"""A biological process in which synaptic vesicles are loaded with neurotransmitters, move to the active zone, exocytose and are then recycled via endocytosis, ultimately leading to reloading with neurotransmitters."" [GOC:aruk, GOC:bc, PMID:15217342]"	195	96	9	15719	0.09375	0.0461538461538461	query_1	['GO:0051649', 'GO:0099003']	['SYT1', 'VAMP2', 'STX1A', 'RAB5A', 'ARHGDIA', 'PPFIA3', 'SNAP25', 'STXBP1', 'RAB3A']
94	GO:BP	GO:0017156	calcium-ion regulated exocytosis	6.781241597933092e-05	True	"""The release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle by fusion of the vesicle with the plasma membrane of a cell, induced by a rise in cytosolic calcium-ion levels."" [GOC:go_curators]"	66	96	6	15719	0.0625	0.0909090909090909	query_1	['GO:0045055']	['SYT1', 'VAMP2', 'STX1A', 'SNAP25', 'STXBP1', 'RAB3A']
36	REAC	REAC:R-HSA-3700989	Transcriptional Regulation by TP53	7.367652947394423e-05	True	Transcriptional Regulation by TP53	357	86	13	10022	0.1511627906976744	0.0364145658263305	query_1	['REAC:R-HSA-212436']	['MOV10', 'AGO4', 'TPX2', 'RABGGTB', 'AGO2', 'TNRC6A', 'TNRC6B', 'RABGGTA', 'CHM', 'TNRC6C', 'YWHAE', 'AGO3', 'AGO1']
97	GO:BP	GO:0048791	calcium ion-regulated exocytosis of neurotransmitter	8.338827064515708e-05	True	"""The release of a neurotransmitter into the synaptic cleft by exocytosis of synaptic vesicles, where the release step is dependent on a rise in cytosolic calcium ion levels."" [GOC:curators]"	18	96	4	15719	0.0416666666666666	0.2222222222222222	query_1	['GO:0016079', 'GO:0017156']	['SYT1', 'SNAP25', 'STXBP1', 'RAB3A']
98	GO:BP	GO:0016043	cellular component organization	8.450326181926738e-05	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]"	6037	96	59	15719	0.6145833333333334	0.00977306609243	query_1	['GO:0071840']	['MOV10', 'RAB34', 'RAB14', 'RAB1B', 'AGO4', 'TPX2', 'RAB7A', 'RUFY1', 'PAWR', 'OPTN', 'TMEM120B', 'ABCD3', 'MICALL1', 'SYT1', 'RAB8A', 'ABCD2', 'HTT', 'TMEM102', 'RAB8B', 'BACE1', 'RABEP1', 'VAMP2', 'RAB5B', 'AGO2', 'RABGEF1', 'RAB3IP', 'STX1A', 'RAB5C', 'ABCD1', 'RAB5A', 'TARBP2', 'RAB4A', 'DICER1', 'RAB13', 'ARHGDIA', 'RHOG', 'RILP', 'PEX3', 'RAB1A', 'NAT8', 'PPFIA3', 'GOLM1', 'GDI1', 'SNAP25', 'AGO3', 'PEX19', 'HSD17B10', 'USP3', 'GDI2', 'RAB10', 'STXBP1', 'RAB35', 'RAB23', 'AGO1', 'RHOH', 'RAB3A', 'PEX16', 'ARHGDIB', 'RAB6A']
37	REAC	REAC:R-HSA-392499	Metabolism of proteins	8.736693305446486e-05	True	Metabolism of proteins	1857	86	33	10022	0.3837209302325581	0.0177705977382875	query_1	['REAC:0000000']	['RAB34', 'RAB14', 'RAB1B', 'RAB7A', 'RAB8A', 'RAB8B', 'BACE1', 'RABGGTB', 'VAMP2', 'RAB5B', 'STX1A', 'RAB5C', 'RABGGTA', 'CHM', 'RAB5A', 'RAB4A', 'GGA1', 'RAB13', 'RAB1A', 'CHML', 'GGA2', 'NAT8', 'GGA3', 'KTN1', 'GOLM1', 'USP3', 'RAB10', 'RAB35', 'RAB23', 'PIGW', 'RAB3A', 'PTP4A2', 'RAB6A']
67	GO:CC	GO:0043227	membrane-bounded organelle	9.376117815126497e-05	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	12219	95	87	16420	0.9157894736842104	0.0071200589246255	query_1	['GO:0043226']	['PRKRA', 'MOV10', 'RAB34', 'RAB14', 'RAB1B', 'AGO4', 'SLC25A52', 'TPX2', 'RAB7A', 'RUFY1', 'PAWR', 'OPTN', 'TMEM120B', 'ABCD3', 'MICALL1', 'SYT1', 'RAB8A', 'ABCD2', 'HTT', 'TMEM102', 'OSBPL1A', 'BMX', 'RAB8B', 'BACE1', 'ZFP36', 'RABEP1', 'VAMP2', 'NT5E', 'RAB5B', 'AGO2', 'TNRC6A', 'RABGEF1', 'SCML1', 'RAB3IP', 'PTDSS1', 'TMEM143', 'STX1A', 'RAB5C', 'TNRC6B', 'ABCD1', 'CHM', 'RAB5A', 'TARBP2', 'RAB4A', 'GGA1', 'DICER1', 'RAB13', 'ARHGDIA', 'RHOG', 'RILP', 'PEX3', 'TNRC6C', 'RAB1A', 'ELOVL2', 'CHML', 'GGA2', 'NAT8', 'GGA3', 'SLC39A4', 'KTN1', 'YWHAE', 'PPFIA3', 'GOLM1', 'GDI1', 'SNAP25', 'SLC27A2', 'AGO3', 'PEX19', 'HSD17B10', 'USP3', 'GDI2', 'ARHGDIG', 'TRMT10C', 'RAB10', 'TBC1D17', 'STXBP1', 'RAB35', 'RAB23', 'AGO1', 'PIGW', 'RHOH', 'RAB3A', 'PEX16', 'PTP4A2', 'ARHGDIB', 'RAB6A', 'RAB3IL1']
99	GO:BP	GO:0099525	presynaptic dense core vesicle exocytosis	9.510880799764e-05	True	"""The secretion of molecules (e.g. neuropeptides and neuromodulators such as serotonin and dopamine) contained within a membrane-bounced dense in response to increased presynaptic cytosolic calcium levels."" [PMID:17553987, PMID:24653208]"	6	96	3	15719	0.03125	0.5	query_1	['GO:0048791', 'GO:0099011']	['SNAP25', 'STXBP1', 'RAB3A']
38	REAC	REAC:R-HSA-9013407	RHOH GTPase cycle	0.0001028433820975	True	RHOH GTPase cycle	37	86	5	10022	0.0581395348837209	0.1351351351351351	query_1	['REAC:R-HSA-9012999']	['RAB7A', 'ARHGDIA', 'ARHGDIG', 'RHOH', 'ARHGDIB']
100	GO:BP	GO:0032940	secretion by cell	0.0001069528008079	True	"""The controlled release of a substance by a cell."" [GOC:mah]"	787	96	17	15719	0.1770833333333333	0.0216010165184243	query_1	['GO:0046903', 'GO:0140352']	['RAB7A', 'SYT1', 'RAB8A', 'RAB8B', 'VAMP2', 'RABGEF1', 'RAB3IP', 'STX1A', 'RAB5A', 'RAB13', 'RAB1A', 'PPFIA3', 'SNAP25', 'RAB10', 'STXBP1', 'RAB3A', 'RAB3IL1']
101	GO:BP	GO:0034655	nucleobase-containing compound catabolic process	0.0001126477084601	True	"""The chemical reactions and pathways resulting in the breakdown of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]"	397	96	12	15719	0.125	0.0302267002518891	query_1	['GO:0006139', 'GO:0019439', 'GO:0044270', 'GO:0046700', 'GO:1901361']	['MOV10', 'AGO4', 'ZFP36', 'NT5E', 'AGO2', 'TNRC6A', 'TNRC6B', 'ABCD1', 'DICER1', 'TNRC6C', 'AGO3', 'AGO1']
68	GO:CC	GO:0043229	intracellular organelle	0.0001167722358924	True	"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]"	12263	95	87	16420	0.9157894736842104	0.0070945119465057	query_1	['GO:0005622', 'GO:0043226']	['PRKRA', 'MOV10', 'RAB34', 'RAB14', 'RAB1B', 'AGO4', 'SLC25A52', 'TPX2', 'RAB7A', 'RUFY1', 'PAWR', 'OPTN', 'TMEM120B', 'ABCD3', 'MICALL1', 'SYT1', 'RAB8A', 'ABCD2', 'HTT', 'TMEM102', 'OSBPL1A', 'BMX', 'RAB8B', 'BACE1', 'ZFP36', 'RABEP1', 'VAMP2', 'NT5E', 'RAB5B', 'AGO2', 'TNRC6A', 'RABGEF1', 'SCML1', 'RAB3IP', 'PTDSS1', 'TMEM143', 'STX1A', 'RAB5C', 'TNRC6B', 'ABCD1', 'CHM', 'RAB5A', 'TARBP2', 'RAB4A', 'GGA1', 'DICER1', 'RAB13', 'ARHGDIA', 'RHOG', 'RILP', 'PEX3', 'TNRC6C', 'RAB1A', 'ELOVL2', 'CHML', 'GGA2', 'NAT8', 'GGA3', 'SLC39A4', 'KTN1', 'YWHAE', 'PPFIA3', 'GOLM1', 'GDI1', 'SNAP25', 'SLC27A2', 'AGO3', 'PEX19', 'HSD17B10', 'USP3', 'GDI2', 'ARHGDIG', 'TRMT10C', 'RAB10', 'TBC1D17', 'STXBP1', 'RAB35', 'RAB23', 'AGO1', 'PIGW', 'RHOH', 'RAB3A', 'PEX16', 'PTP4A2', 'ARHGDIB', 'RAB6A', 'RAB3IL1']
