Noonan syndrome with multiple lentigines	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
257	GO:BP	GO:0040008	regulation of growth	1.2256131198781664e-11	True	"""Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development."" [GOC:ems, GOC:mah]"	607	103	24	15719	0.233009708737864	0.0395387149917627	query_1	['GO:0040007', 'GO:0050789']	['FN1', 'BCAR1', 'SPP1', 'SMAD7', 'FGFR2', 'CRK', 'TGFBR2', 'TGFB1', 'TNC', 'EGFR', 'PIK3CA', 'SMURF1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'CRKL', 'LAMTOR2', 'TGFBR1', 'L1CAM', 'NRP1', 'SMAD3', 'ADAM15', 'SEMA4D']
258	GO:BP	GO:0007044	cell-substrate junction assembly	1.353346971703062e-11	True	"""The aggregation, arrangement and bonding together of a set of components to form a junction between a cell and its substrate."" [GOC:mah]"	93	103	12	15719	0.116504854368932	0.1290322580645161	query_1	['GO:0034329', 'GO:0150115']	['FN1', 'SRC', 'ITGB3', 'ITGA5', 'KDR', 'VCL', 'PTK2B', 'VEGFA', 'TLN1', 'PTK2', 'NRP1', 'SMAD3']
259	GO:BP	GO:0001704	formation of primary germ layer	1.4319304100970386e-11	True	"""The formation of the ectoderm, mesoderm and endoderm during gastrulation."" [GOC:go_curators]"	120	103	13	15719	0.1262135922330097	0.1083333333333333	query_1	['GO:0007369', 'GO:0048646']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'FGFR2', 'ITGB3', 'CTNNB1', 'ITGA5', 'ITGA4', 'GRB2', 'MAP2K1', 'VTN', 'SMAD3']
260	GO:BP	GO:0038094	Fc-gamma receptor signaling pathway	1.4727472206811598e-11	True	"""The series of molecular signals initiated by the binding of the Fc portion of immunoglobulin G (IgG) to an Fc-gamma receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GOC:phg, PMID:11244038]"	35	103	9	15719	0.087378640776699	0.2571428571428571	query_1	['GO:0038093']	['RAPGEF1', 'SRC', 'FYN', 'LYN', 'VAV1', 'SYK', 'FCGR1A', 'PTK2', 'LCK']
261	GO:BP	GO:0030324	lung development	1.5251981978386432e-11	True	"""The process whose specific outcome is the progression of the lung over time, from its formation to the mature structure. In all air-breathing vertebrates the lungs are developed from the ventral wall of the oesophagus as a pouch which divides into two sacs. In amphibians and many reptiles the lungs retain very nearly this primitive sac-like character, but in the higher forms the connection with the esophagus becomes elongated into the windpipe and the inner walls of the sacs become more and more divided, until, in the mammals, the air spaces become minutely divided into tubes ending in small air cells, in the walls of which the blood circulates in a fine network of capillaries. In mammals the lungs are more or less divided into lobes, and each lung occupies a separate cavity in the thorax."" [GOC:jid, UBERON:0002048]"	184	103	15	15719	0.145631067961165	0.0815217391304347	query_1	['GO:0030323', 'GO:0048513', 'GO:0060541']	['FGFR2', 'TGFB3', 'MAPK1', 'FLT4', 'CTNNB1', 'MAPK3', 'TGFBR2', 'TGFB1', 'MAP2K1', 'YWHAZ', 'KDR', 'VEGFA', 'ITGB6', 'MAP2K2', 'PDGFRA']
262	GO:BP	GO:0009790	embryo development	1.540993448380547e-11	True	"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	1083	103	31	15719	0.3009708737864077	0.0286241920590951	query_1	['GO:0007275']	['ITGB1', 'PIK3CB', 'ITGB5', 'ITGAV', 'FN1', 'FGFR2', 'ITGB3', 'TGFB3', 'MAPK1', 'VEGFC', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'ITGA5', 'ITGA4', 'SH3PXD2A', 'GRB2', 'TGFB1', 'NRP2', 'MAP2K1', 'EGFR', 'KDR', 'PLCG1', 'VEGFA', 'VTN', 'TGFBR1', 'NRP1', 'SMAD3', 'PDGFRA', 'FLT1']
263	GO:BP	GO:0060284	regulation of cell development	1.568568084795912e-11	True	"""Any process that modulates the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:dph, GOC:tb]"	803	103	27	15719	0.2621359223300971	0.0336239103362391	query_1	['GO:0045595', 'GO:0048468']	['ITGB1', 'PLXNB1', 'FN1', 'SPP1', 'SMAD7', 'PIK3R1', 'VEGFC', 'CTNNB1', 'SOS1', 'TGFBR2', 'ZAP70', 'LYN', 'TGFB1', 'BRAF', 'MAP2K1', 'VCL', 'SYK', 'SMURF1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'L1CAM', 'NRP1', 'MAP2K2', 'SEMA4D', 'PLXNA1']
264	GO:BP	GO:0009628	response to abiotic stimulus	1.6447700480922242e-11	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]"	1086	103	31	15719	0.3009708737864077	0.0285451197053407	query_1	['GO:0050896']	['ITGB1', 'PIK3CB', 'VEGFB', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CTNNB1', 'MAPK3', 'TGFBR2', 'FYN', 'LYN', 'GRB2', 'TGFB1', 'BRAF', 'EGFR', 'PIK3CA', 'HSP90AA1', 'HRAS', 'RAF1', 'PTK2B', 'VEGFA', 'VEGFD', 'VCAM1', 'PTK2', 'ITGB6', 'SMAD3', 'ADAM15', 'CBL', 'PGF']
18	GO:CC	GO:0097708	intracellular vesicle	1.8186473300739817e-11	True	"""Any vesicle that is part of the intracellular region."" [GOC:vesicles]"	2395	103	45	16420	0.4368932038834951	0.0187891440501043	query_1	['GO:0031982', 'GO:0043231']	['RAPGEF1', 'ITGB1', 'ITGB5', 'VEGFB', 'ITGAV', 'FN1', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'MAPK1', 'VEGFC', 'HGF', 'PLCG2', 'MAPK3', 'ITGA2B', 'ITGA5', 'FYN', 'LAMTOR3', 'LYN', 'GRB2', 'TGFB1', 'MAP2K1', 'EGFR', 'CD44', 'YWHAB', 'YWHAZ', 'KDR', 'HSP90AA1', 'VCL', 'SYK', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'SH3GL2', 'LAMTOR2', 'VEGFD', 'TGFBR1', 'VCAM1', 'NRP1', 'MAP2K2', 'ADAM15', 'FLT1']
265	GO:BP	GO:0030323	respiratory tube development	1.902792457761824e-11	True	"""The process whose specific outcome is the progression of the respiratory tube over time, from its formation to the mature structure. The respiratory tube is assumed to mean any tube in the respiratory tract."" [GOC:jid]"	187	103	15	15719	0.145631067961165	0.0802139037433155	query_1	['GO:0035295', 'GO:0048513']	['FGFR2', 'TGFB3', 'MAPK1', 'FLT4', 'CTNNB1', 'MAPK3', 'TGFBR2', 'TGFB1', 'MAP2K1', 'YWHAZ', 'KDR', 'VEGFA', 'ITGB6', 'MAP2K2', 'PDGFRA']
266	GO:BP	GO:0048523	negative regulation of cellular process	1.9578079187627005e-11	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	4494	103	64	15719	0.6213592233009708	0.0142412105028927	query_1	['GO:0009987', 'GO:0048519', 'GO:0050794']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'PIK3R2', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'TGFBR2', 'ITGA5', 'FYN', 'LYN', 'TGFB1', 'BRAF', 'MAP2K1', 'EGFR', 'CD44', 'ARAF', 'PIK3CA', 'YWHAB', 'YWHAZ', 'KDR', 'VCL', 'HRAS', 'PLCG1', 'RAF1', 'SMURF1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'CRKL', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'SMAD3', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PLXNA1']
267	GO:BP	GO:0071674	mononuclear cell migration	2.041490677313708e-11	True	"""The movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]"	188	103	15	15719	0.145631067961165	0.0797872340425532	query_1	['GO:0050900']	['ITGB3', 'MAPK1', 'CRK', 'MAPK3', 'PIK3CD', 'ITGA4', 'ZAP70', 'MADCAM1', 'LYN', 'TGFB1', 'PTK2B', 'CRKL', 'PTK2', 'ITGB7', 'FLT1']
84	REAC	REAC:R-HSA-8853659	RET signaling	2.0990016602937192e-11	True	RET signaling	38	101	10	10022	0.099009900990099	0.2631578947368421	query_1	['REAC:R-HSA-422475']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SHC1', 'SOS1', 'PIK3CD', 'PIK3CA', 'PLCG1', 'PIK3R3', 'PTPN11']
268	GO:BP	GO:0050769	positive regulation of neurogenesis	2.173822928584992e-11	True	"""Any process that activates or increases the frequency, rate or extent of neurogenesis, the generation of cells within the nervous system."" [GOC:ai]"	226	103	16	15719	0.1553398058252427	0.0707964601769911	query_1	['GO:0010720', 'GO:0022008', 'GO:0050767', 'GO:0051962']	['ITGB1', 'PLXNB1', 'FN1', 'VEGFC', 'CTNNB1', 'LYN', 'TGFB1', 'BRAF', 'MAP2K1', 'SMURF1', 'VEGFA', 'L1CAM', 'NRP1', 'MAP2K2', 'SEMA4D', 'PLXNA1']
85	REAC	REAC:R-HSA-210990	PECAM1 interactions	2.2072629073029944e-11	True	PECAM1 interactions	11	101	7	10022	0.0693069306930693	0.6363636363636364	query_1	['REAC:R-HSA-202733']	['ITGAV', 'ITGB3', 'FYN', 'LYN', 'PLCG1', 'LCK', 'PTPN11']
269	GO:BP	GO:0010628	positive regulation of gene expression	2.5446684309199944e-11	True	"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	1105	103	31	15719	0.3009708737864077	0.0280542986425339	query_1	['GO:0010467', 'GO:0010468', 'GO:0010604']	['NCK1', 'PIK3CB', 'FN1', 'SRC', 'ITGB3', 'PIK3R1', 'MAPK1', 'HGF', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'PIK3CD', 'ADAM19', 'TGFB1', 'BRAF', 'TNC', 'MAP2K1', 'PIK3CA', 'HSP90AA1', 'HRAS', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'TGFBR1', 'MAP2K2', 'SMAD3', 'PTPN11']
270	GO:BP	GO:0051493	regulation of cytoskeleton organization	2.5745541137367028e-11	True	"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]"	514	103	22	15719	0.2135922330097087	0.0428015564202334	query_1	['GO:0007010', 'GO:0033043']	['MET', 'NCK1', 'PLXNB1', 'PIK3R2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'CRK', 'MAPK3', 'PXN', 'GRB2', 'TGFB1', 'BRAF', 'PIK3CA', 'HRAS', 'PTK2B', 'TGFBR1', 'PTK2', 'NRP1', 'SMAD3', 'PDGFRA']
86	REAC	REAC:R-HSA-9671555	Signaling by PDGFR in disease	2.5833346429061103e-11	True	Signaling by PDGFR in disease	18	101	8	10022	0.0792079207920792	0.4444444444444444	query_1	['REAC:R-HSA-5663202']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SOS1', 'PIK3CA', 'KDR', 'HRAS', 'PDGFRA']
87	REAC	REAC:R-HSA-5654736	Signaling by FGFR1	2.7040215332976818e-11	True	Signaling by FGFR1	39	101	10	10022	0.099009900990099	0.2564102564102564	query_1	['REAC:R-HSA-190236']	['PIK3R1', 'MAPK1', 'MAPK3', 'SOS1', 'BRAF', 'PIK3CA', 'HRAS', 'PLCG1', 'PTPN11', 'CBL']
271	GO:BP	GO:0030036	actin cytoskeleton organization	2.8773170869728918e-11	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:dph, GOC:jl, GOC:mah]"	695	103	25	15719	0.2427184466019417	0.0359712230215827	query_1	['GO:0007010', 'GO:0030029']	['MET', 'ITGB1', 'NCK1', 'ITGB5', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'PXN', 'GRB2', 'TGFB1', 'BRAF', 'PIK3CA', 'HRAS', 'SH3KBP1', 'PTK2B', 'TLN1', 'TGFBR1', 'NRP1', 'SMAD3', 'PDGFRA']
272	GO:BP	GO:0050778	positive regulation of immune response	3.0337818152437305e-11	True	"""Any process that activates or increases the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]"	635	103	24	15719	0.233009708737864	0.0377952755905511	query_1	['GO:0002684', 'GO:0006955', 'GO:0048584', 'GO:0050776']	['RAPGEF1', 'BCAR1', 'SRC', 'MAPK1', 'ITK', 'PLCG2', 'SOS1', 'PIK3CD', 'FYN', 'ZAP70', 'LYN', 'GRB2', 'BRAF', 'LCP2', 'PIK3CA', 'HSP90AA1', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'CRKL', 'PTK2', 'LCK']
273	GO:BP	GO:0019222	regulation of metabolic process	3.0653879261691074e-11	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	6245	103	76	15719	0.7378640776699029	0.0121697357886309	query_1	['GO:0008152', 'GO:0050789']	['MET', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'ITGAV', 'FN1', 'PIK3R2', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'KSR1', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'FYN', 'LAT', 'ADAM19', 'LYN', 'GRB2', 'TGFB1', 'BRAF', 'TNC', 'LCP2', 'MAP2K1', 'EGFR', 'CD44', 'ARAF', 'PIK3CA', 'YWHAB', 'YWHAZ', 'KDR', 'HSP90AA1', 'HRAS', 'SYK', 'FCGR1A', 'RAF1', 'SMURF1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'MAP2K2', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
274	GO:BP	GO:0050863	regulation of T cell activation	3.0939033699160386e-11	True	"""Any process that modulates the frequency, rate or extent of T cell activation."" [GOC:ai]"	363	103	19	15719	0.1844660194174757	0.0523415977961432	query_1	['GO:0042110', 'GO:0051249']	['NCK1', 'SRC', 'SMAD7', 'CTNNB1', 'SOS1', 'TGFBR2', 'FYN', 'LAT', 'ZAP70', 'LYN', 'TGFB1', 'BRAF', 'PIK3CA', 'VAV1', 'SYK', 'ERBB2', 'VCAM1', 'LCK', 'PTPN11']
275	GO:BP	GO:0043491	protein kinase B signaling	3.1325628335461966e-11	True	"""A series of reactions, mediated by the intracellular serine/threonine kinase protein kinase B (also called AKT), which occurs as a result of a single trigger reaction or compound."" [GOC:bf, PMID:20517722]"	194	103	15	15719	0.145631067961165	0.0773195876288659	query_1	['GO:0035556']	['MET', 'RAPGEF1', 'ITGB1', 'PIK3CB', 'VEGFB', 'SRC', 'PIK3CD', 'EGFR', 'PIK3CA', 'KDR', 'HSP90AA1', 'VEGFA', 'PIK3R3', 'TGFBR1', 'PTK2']
276	GO:BP	GO:0022407	regulation of cell-cell adhesion	3.1325628335461966e-11	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell."" [GOC:isa_complete]"	465	103	21	15719	0.203883495145631	0.0451612903225806	query_1	['GO:0030155', 'GO:0098609']	['NCK1', 'SRC', 'SMAD7', 'TGFBR2', 'FYN', 'ITGA4', 'ZAP70', 'ADAM19', 'LYN', 'TGFB1', 'CD44', 'PIK3CA', 'VAV1', 'SYK', 'ERBB2', 'CDH1', 'VEGFA', 'VCAM1', 'PTK2', 'LCK', 'PTPN11']
277	GO:BP	GO:0065008	regulation of biological quality	3.1620660284848435e-11	True	"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	2763	103	49	15719	0.4757281553398058	0.0177343467245747	query_1	['GO:0065007']	['ITGB1', 'NCK1', 'PIK3CB', 'PLXNB1', 'ITGAV', 'FN1', 'PIK3R2', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'PLCG2', 'CTNNB1', 'FYN', 'LYN', 'GRB2', 'BRAF', 'NRP2', 'PIK3CA', 'YWHAZ', 'KDR', 'HSP90AA1', 'VCL', 'HRAS', 'VAV1', 'SYK', 'RAF1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'SH3GL2', 'VTN', 'TLN1', 'L1CAM', 'PTK2', 'NRP1', 'LCK', 'SMAD3', 'PTPN11', 'PDGFRA', 'SEMA4D', 'PLXNA1']
278	GO:BP	GO:0031323	regulation of cellular metabolic process	3.306458402725072e-11	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	5085	103	68	15719	0.6601941747572816	0.0133726647000983	query_1	['GO:0019222', 'GO:0044237', 'GO:0050794']	['MET', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'ITGAV', 'FN1', 'PIK3R2', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'KSR1', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'LYN', 'GRB2', 'TGFB1', 'BRAF', 'LCP2', 'MAP2K1', 'EGFR', 'CD44', 'ARAF', 'PIK3CA', 'YWHAB', 'YWHAZ', 'KDR', 'HSP90AA1', 'HRAS', 'SYK', 'FCGR1A', 'RAF1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'MAP2K2', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
279	GO:BP	GO:0097529	myeloid leukocyte migration	3.5601695933718245e-11	True	"""The movement of a myeloid leukocyte within or between different tissues and organs of the body."" [GOC:cvs, PMID:22342843, PMID:24157461]"	234	103	16	15719	0.1553398058252427	0.0683760683760683	query_1	['GO:0050900']	['ITGA9', 'VEGFB', 'PIK3R1', 'MAPK1', 'VEGFC', 'MAPK3', 'PIK3CD', 'LYN', 'VAV1', 'SYK', 'PTK2B', 'VEGFA', 'VEGFD', 'PTK2', 'FLT1', 'PGF']
280	GO:BP	GO:0048598	embryonic morphogenesis	3.5790217518611195e-11	True	"""The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."" [GOC:jid, GOC:mtg_sensu]"	581	103	23	15719	0.2233009708737864	0.0395869191049913	query_1	['GO:0009653', 'GO:0009790']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'FGFR2', 'ITGB3', 'TGFB3', 'MAPK1', 'VEGFC', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'ITGA5', 'ITGA4', 'GRB2', 'TGFB1', 'MAP2K1', 'VTN', 'TGFBR1', 'SMAD3', 'PDGFRA', 'FLT1']
281	GO:BP	GO:0030168	platelet activation	4.12714754463944e-11	True	"""A series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue. These events include shape change, adhesiveness, aggregation, and release reactions. When carried through to completion, these events lead to the formation of a stable hemostatic plug."" [http://www.graylab.ac.uk/omd/]"	131	103	13	15719	0.1262135922330097	0.099236641221374	query_1	['GO:0001775', 'GO:0007596']	['PIK3CB', 'FN1', 'SRC', 'ITGB3', 'PLCG2', 'LYN', 'PIK3CA', 'VCL', 'VAV1', 'SYK', 'TLN1', 'LCK', 'PDGFRA']
282	GO:BP	GO:0010594	regulation of endothelial cell migration	4.167642177811217e-11	True	"""Any process that modulates the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:BHF, GOC:dph, GOC:tb]"	163	103	14	15719	0.1359223300970873	0.0858895705521472	query_1	['GO:0010632', 'GO:0043542']	['MET', 'PIK3CB', 'BCAR1', 'ITGB3', 'VEGFC', 'FLT4', 'PIK3CD', 'NRP2', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'PTK2', 'NRP1']
283	GO:BP	GO:0010720	positive regulation of cell development	4.1802102462286725e-11	True	"""Any process that increases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:BHF, GOC:dph, GOC:tb]"	420	103	20	15719	0.1941747572815534	0.0476190476190476	query_1	['GO:0045597', 'GO:0048468', 'GO:0060284']	['ITGB1', 'PLXNB1', 'FN1', 'SMAD7', 'VEGFC', 'CTNNB1', 'TGFBR2', 'ZAP70', 'LYN', 'TGFB1', 'BRAF', 'MAP2K1', 'SYK', 'SMURF1', 'VEGFA', 'L1CAM', 'NRP1', 'MAP2K2', 'SEMA4D', 'PLXNA1']
88	REAC	REAC:R-HSA-2730905	Role of LAT2/NTAL/LAB on calcium mobilization	4.3258488937066847e-11	True	Role of LAT2/NTAL/LAB on calcium mobilization	19	101	8	10022	0.0792079207920792	0.4210526315789473	query_1	['REAC:R-HSA-2454202']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SOS1', 'FYN', 'LYN', 'PIK3CA', 'SYK']
19	GO:CC	GO:0019898	extrinsic component of membrane	4.3893701252508553e-11	True	"""The component of a membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:dos, GOC:jl, GOC:mah]"	286	103	17	16420	0.1650485436893204	0.0594405594405594	query_1	['GO:0016020', 'GO:0110165']	['PIK3CB', 'PIK3R2', 'SRC', 'PIK3R1', 'CTNNB1', 'PIK3CD', 'FYN', 'ZAP70', 'LYN', 'PIK3CA', 'SYK', 'CDH1', 'PTK2B', 'PIK3R3', 'CRKL', 'PTK2', 'LCK']
89	REAC	REAC:R-HSA-5675221	Negative regulation of MAPK pathway	4.585640470532649e-11	True	Negative regulation of MAPK pathway	41	101	10	10022	0.099009900990099	0.2439024390243902	query_1	['REAC:R-HSA-5673001']	['MAPK1', 'KSR1', 'MAPK3', 'BRAF', 'MAP2K1', 'ARAF', 'YWHAB', 'HRAS', 'RAF1', 'MAP2K2']
284	GO:BP	GO:0009725	response to hormone	4.791361317959012e-11	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:jl]"	845	103	27	15719	0.2621359223300971	0.0319526627218934	query_1	['GO:0009719', 'GO:0010033']	['NCK1', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'CRK', 'SHC1', 'MAPK3', 'SOS1', 'TGFBR2', 'PXN', 'LYN', 'GRB2', 'TGFB1', 'PIK3CA', 'HSP90AA1', 'HRAS', 'RAF1', 'PTK2B', 'PIK3R3', 'PTK2', 'PTPN11', 'PGF']
285	GO:BP	GO:0050772	positive regulation of axonogenesis	4.8612510577867796e-11	True	"""Any process that activates or increases the frequency, rate or extent of axonogenesis."" [GOC:ai]"	79	103	11	15719	0.1067961165048543	0.1392405063291139	query_1	['GO:0007409', 'GO:0031346', 'GO:0050769', 'GO:0050770']	['PLXNB1', 'FN1', 'BRAF', 'MAP2K1', 'SMURF1', 'VEGFA', 'L1CAM', 'NRP1', 'MAP2K2', 'SEMA4D', 'PLXNA1']
90	REAC	REAC:R-HSA-9027284	Erythropoietin activates RAS	4.9652547698381884e-11	True	Erythropoietin activates RAS	12	101	7	10022	0.0693069306930693	0.5833333333333334	query_1	['REAC:R-HSA-9006335']	['RAPGEF1', 'SHC1', 'SOS1', 'LYN', 'HRAS', 'VAV1', 'CRKL']
286	GO:BP	GO:0044087	regulation of cellular component biogenesis	5.1068415032368825e-11	True	"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]"	917	103	28	15719	0.2718446601941747	0.0305343511450381	query_1	['GO:0044085', 'GO:0050794']	['MET', 'RAPGEF1', 'NCK1', 'PIK3R2', 'SRC', 'TGFB3', 'PIK3R1', 'PLCG2', 'CTNNB1', 'PXN', 'GRB2', 'BRAF', 'PIK3CA', 'KDR', 'HSP90AA1', 'VCL', 'HRAS', 'SYK', 'RAF1', 'PTK2B', 'VEGFA', 'TLN1', 'TGFBR1', 'PTK2', 'NRP1', 'SMAD3', 'PTPN11', 'SEMA4D']
