Pseudoxanthoma elasticum	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
59	GO:BP	GO:0006898	receptor-mediated endocytosis	7.480037593773132e-13	True	"""An endocytosis process in which cell surface receptors ensure specificity of transport. A specific receptor on the cell surface binds tightly to the extracellular macromolecule (the ligand) that it recognizes; the plasma-membrane region containing the receptor-ligand complex then undergoes endocytosis, forming a transport vesicle containing the receptor-ligand complex and excluding most other plasma-membrane proteins. Receptor-mediated endocytosis generally occurs via clathrin-coated pits and vesicles."" [GOC:mah, ISBN:0716731363]"	244	102	18	15719	0.1764705882352941	0.0737704918032786	query_1	['GO:0006897']	['HGS', 'PICALM', 'M6PR', 'CLTC', 'AP2M1', 'RABEPK', 'AP2B1', 'AP1S1', 'AP2S1', 'AP2A2', 'GRB2', 'EPS15', 'EGFR', 'DNM2', 'AP2A1', 'SNAP25', 'IGF2R', 'NUMB']
60	GO:BP	GO:1990778	protein localization to cell periphery	1.6044098276961705e-12	True	"""A process in which a protein is transported to, or maintained in, the cell periphery."" [PMID:18216290]"	339	102	20	15719	0.196078431372549	0.0589970501474926	query_1	['GO:0008104']	['VTI1B', 'PICALM', 'CLTC', 'VAMP2', 'STX7', 'AP2M1', 'PACS1', 'STX3', 'EGFR', 'STX1B', 'STX4', 'SNAP25', 'VAMP3', 'STXBP1', 'SNAP47', 'NSF', 'NUMB', 'VAMP8', 'STX8', 'RAB3A']
61	GO:CC	GO:0032991	protein-containing complex	2.1790534126811457e-12	True	"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."" [GOC:dos, GOC:mah]"	5491	102	70	16420	0.6862745098039216	0.0127481333090511	query_1	['GO:0005575']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'AGFG1', 'CHMP2A', 'HGS', 'HSP90AB1', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'STX7', 'AP2M1', 'AP2B1', 'STX1A', 'EPN1', 'STX6', 'VPS54', 'SH3BP1', 'SLC17A7', 'AP1S1', 'AP2S1', 'AP1M2', 'STX10', 'STX3', 'AP2A2', 'SYNRG', 'STAM', 'AP1G1', 'GRB2', 'SLC18A3', 'VAMP4', 'EPS15', 'STXBP5', 'EGFR', 'VPS50', 'DNM2', 'STX1B', 'AP2A1', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'SNAP23', 'VPS53', 'AP1S2', 'VAMP1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'STXBP1', 'HSPA8', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
61	GO:BP	GO:0006996	organelle organization	2.465694491817821e-12	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]"	3437	102	57	15719	0.5588235294117647	0.0165842304335176	query_1	['GO:0016043']	['VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'AGFG1', 'CHMP2A', 'SYT1', 'PLIN3', 'HGS', 'HSP90AB1', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VAMP2', 'STX7', 'AP2M1', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'AP1S1', 'TOR1A', 'ZFAND6', 'STX10', 'STX3', 'STAM', 'AP1G1', 'GRB2', 'VAMP4', 'EPS15', 'DNM2', 'STX1B', 'STX4', 'GCC2', 'SNAP25', 'SYT9', 'AP1S3', 'BET1', 'SNAP23', 'AP1S2', 'VAMP1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'STXBP1', 'SNAP47', 'VAMP8', 'STX16', 'SNAP29', 'STX8', 'VPS51', 'RAB3A', 'STX5']
12	REAC	REAC:R-HSA-168799	Neurotoxicity of clostridium toxins	2.590983760560504e-12	True	Neurotoxicity of clostridium toxins	9	86	7	10022	0.0813953488372093	0.7777777777777778	query_1	['REAC:R-HSA-5339562']	['SYT2', 'SYT1', 'VAMP2', 'STX1A', 'STX1B', 'SNAP25', 'VAMP1']
13	REAC	REAC:R-HSA-5339562	Uptake and actions of bacterial toxins	3.087075220352368e-12	True	Uptake and actions of bacterial toxins	23	86	9	10022	0.1046511627906976	0.391304347826087	query_1	['REAC:R-HSA-5663205']	['SYT2', 'SYT1', 'HSP90AB1', 'VAMP2', 'STX1A', 'STX1B', 'SNAP25', 'VAMP1', 'FURIN']
62	GO:CC	GO:0005829	cytosol	3.656044466896812e-12	True	"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]"	5250	102	68	16420	0.6666666666666666	0.0129523809523809	query_1	['GO:0005737', 'GO:0110165']	['AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'AGFG1', 'CHMP2A', 'STAMBP', 'PLIN3', 'HGS', 'HSP90AB1', 'PICALM', 'STAM2', 'CLTC', 'VPS52', 'VAMP2', 'AP2M1', 'RABEPK', 'AP2B1', 'AP1AR', 'STX1A', 'EPN1', 'STX6', 'VPS54', 'REPS2', 'SH3BP1', 'PACS1', 'CRYL1', 'AP1S1', 'TOR1A', 'AP2S1', 'AP1M2', 'ZFAND6', 'STX10', 'AP2A2', 'STAM', 'AP1G1', 'GRB2', 'EPS15', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'AP2A1', 'STX4', 'GCC2', 'SNAP25', 'AP1S3', 'HEATR5B', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP1', 'TXLNA', 'VAMP3', 'AP1M1', 'STXBP1', 'HSPA8', 'NSF', 'AFTPH', 'STON2', 'VAMP8', 'STX16', 'SNAP29', 'STX8', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
62	GO:BP	GO:0032456	endocytic recycling	4.803239030646669e-12	True	"""The directed movement of membrane-bounded vesicles from endosomes back to the plasma membrane, a trafficking pathway that promotes the recycling of internalized transmembrane proteins."" [PMID:16473635, PMID:23563491]"	81	102	12	15719	0.1176470588235294	0.1481481481481481	query_1	['GO:0016197', 'GO:0098876']	['VTI1A', 'HGS', 'VPS52', 'STX6', 'VAMP4', 'EPS15', 'VPS50', 'VPS53', 'STX12', 'STX16', 'EIPR1', 'VPS51']
63	GO:CC	GO:0030122	AP-2 adaptor complex	7.977525733397339e-12	True	"""A heterotetrameric AP-type membrane coat adaptor complex that consists of alpha, beta2, mu2 and sigma2 subunits, and links clathrin to the membrane surface of a vesicle, and the cargo receptors during receptor/clathrin mediated endocytosis. Vesicles with AP-2-containing coats are normally found primarily near the plasma membrane, on endocytic vesicles. In at least humans, the AP-2 complex can be heterogeneric due to the existence of multiple subunit isoforms encoded by different alpha genes (alphaA and alphaC)."" [GOC:mah, PMID:10611976, PMID:21097499, PMID:22022230, PMID:24322426]"	8	102	6	16420	0.0588235294117647	0.75	query_1	['GO:0030128', 'GO:0030131', 'GO:0030132', 'GO:0098797']	['AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'SLC18A3', 'AP2A1']
63	GO:BP	GO:0017156	calcium-ion regulated exocytosis	1.3336750378683107e-11	True	"""The release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle by fusion of the vesicle with the plasma membrane of a cell, induced by a rise in cytosolic calcium-ion levels."" [GOC:go_curators]"	66	102	11	15719	0.1078431372549019	0.1666666666666666	query_1	['GO:0045055']	['VAMP7', 'SYT2', 'SYT1', 'VAMP2', 'STX1A', 'STX1B', 'SNAP25', 'SYT9', 'VAMP3', 'STXBP1', 'RAB3A']
64	GO:CC	GO:0045335	phagocytic vesicle	1.3786972053671438e-11	True	"""A membrane-bounded intracellular vesicle that arises from the ingestion of particulate material by phagocytosis."" [GOC:go_curators, ISBN:0198506732]"	136	102	13	16420	0.1274509803921568	0.0955882352941176	query_1	['GO:0030139']	['VAMP7', 'HGS', 'STX6', 'DNM2', 'STX4', 'SNAP23', 'RAB9A', 'VAMP3', 'SEC22B', 'STX12', 'STXBP1', 'VAMP8', 'STX8']
64	GO:BP	GO:0035493	SNARE complex assembly	1.5000433928919247e-11	True	"""The aggregation, arrangement and bonding together of a set of components to form a SNARE complex, a protein complex involved in membrane fusion; a stable ternary complex consisting of a four-helix bundle, usually formed from one R-SNARE and three Q-SNAREs with an ionic layer sandwiched between hydrophobic layers."" [GOC:rb, PMID:10872468]"	21	102	8	15719	0.0784313725490196	0.3809523809523809	query_1	['GO:0006906', 'GO:0065003']	['VAMP2', 'STX1A', 'VAMP4', 'STX4', 'VAMP1', 'VAMP3', 'STXBP1', 'VAMP8']
65	GO:BP	GO:1903530	regulation of secretion by cell	1.8241895199067265e-11	True	"""Any process that modulates the frequency, rate or extent of secretion by cell."" [GO_REF:0000058, GOC:pm, GOC:TermGenie, PMID:12130530]"	546	102	23	15719	0.2254901960784313	0.0421245421245421	query_1	['GO:0032940', 'GO:0050794', 'GO:0051046']	['VAMP7', 'SYT2', 'CHMP2A', 'SYT1', 'HGS', 'VAMP2', 'STX1A', 'STAM', 'AP1G1', 'SLC18A3', 'STXBP5', 'STX1B', 'STX4', 'SNAP25', 'SYT9', 'RAB9A', 'VAMP3', 'STXBP1', 'LGI3', 'NSF', 'VAMP8', 'EIPR1', 'RAB3A']
65	GO:CC	GO:0030128	clathrin coat of endocytic vesicle	2.3091017900983305e-11	True	"""A clathrin coat found on an endocytic vesicle."" [GOC:mah]"	9	102	6	16420	0.0588235294117647	0.6666666666666666	query_1	['GO:0030125', 'GO:0030669']	['AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'SLC18A3', 'AP2A1']
14	REAC	REAC:R-HSA-2132295	MHC class II antigen presentation	3.3651217587593796e-11	True	MHC class II antigen presentation	121	86	14	10022	0.1627906976744186	0.1157024793388429	query_1	['REAC:R-HSA-1280218']	['AP1B1', 'CLTC', 'AP2M1', 'AP2B1', 'AP1S1', 'AP2S1', 'AP1M2', 'AP2A2', 'AP1G1', 'DNM2', 'AP2A1', 'AP1S3', 'AP1S2', 'AP1M1']
66	GO:BP	GO:0007041	lysosomal transport	3.624259051869671e-11	True	"""The directed movement of substances into, out of or within a lysosome."" [GOC:ai]"	123	102	13	15719	0.1274509803921568	0.1056910569105691	query_1	['GO:0007034']	['VAMP7', 'CHMP2A', 'HGS', 'M6PR', 'VPS52', 'VPS54', 'AP1G1', 'GCC2', 'IGF2R', 'VPS53', 'HSPA8', 'STX8', 'VPS51']
66	GO:CC	GO:1990745	EARP complex	4.583693760277657e-11	True	"""A quatrefoil tethering complex required for endocytic recycling."" [PMID:25799061]"	5	102	5	16420	0.0490196078431372	1.0	query_1	['GO:0032991', 'GO:0055037']	['VPS52', 'VPS50', 'VPS53', 'EIPR1', 'VPS51']
67	GO:CC	GO:0000938	GARP complex	4.583693760277657e-11	True	"""A quatrefoil tethering complex required for retrograde traffic from the early endosome back to the late Golgi and biogenesis of cytoplasmic vesicles."" [GOC:clt, GOC:rn, PMID:10637310, PMID:12077354, PMID:12446664]"	5	102	5	16420	0.0490196078431372	1.0	query_1	['GO:0005794', 'GO:0031410', 'GO:0099023']	['VPS52', 'VPS54', 'VPS53', 'EIPR1', 'VPS51']
67	GO:BP	GO:0010807	regulation of synaptic vesicle priming	5.664518266855728e-11	True	"""Any process that modulates the frequency, rate or extent of synaptic vesicle priming. Synaptic vesicle priming is the formation of SNARE-containing complexes, bringing synaptic vesicle membrane and plasma membranes into close proximity and thereby facilitating membrane fusion."" [GOC:dph, GOC:kmv, GOC:tb, PMID:15489511]"	8	102	6	15719	0.0588235294117647	0.75	query_1	['GO:0016082', 'GO:0043254']	['STX1A', 'STXBP5', 'STX1B', 'STXBP1', 'NAPA', 'RAB3A']
68	GO:CC	GO:0030141	secretory granule	6.247218713543503e-11	True	"""A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules."" [GOC:mah, ISBN:0198506732]"	867	102	26	16420	0.2549019607843137	0.0299884659746251	query_1	['GO:0012505', 'GO:0099503']	['VAMP7', 'VTI1B', 'SYT2', 'SYT1', 'HSP90AB1', 'VAMP2', 'STX7', 'STX1A', 'TOR1A', 'STX3', 'AP2A2', 'STXBP5', 'STX4', 'SNAP25', 'IGF2R', 'SYT9', 'SNAP23', 'VAMP1', 'VAMP3', 'AP1M1', 'STXBP1', 'HSPA8', 'A1BG', 'VAMP8', 'SNAP29', 'RAB3A']
68	GO:BP	GO:0072659	protein localization to plasma membrane	8.710506453769218e-11	True	"""A process in which a protein is transported to, or maintained in, a specific location in the plasma membrane."" [GOC:mah]"	280	102	17	15719	0.1666666666666666	0.0607142857142857	query_1	['GO:0072657', 'GO:1990778']	['VTI1B', 'PICALM', 'CLTC', 'VAMP2', 'STX7', 'AP2M1', 'PACS1', 'STX3', 'EGFR', 'STX4', 'VAMP3', 'STXBP1', 'NSF', 'NUMB', 'VAMP8', 'STX8', 'RAB3A']
69	GO:CC	GO:0005770	late endosome	1.1169560539604895e-10	True	"""A prelysosomal endocytic organelle differentiated from early endosomes by lower lumenal pH and different protein composition. Late endosomes are more spherical than early endosomes and are mostly juxtanuclear, being concentrated near the microtubule organizing center."" [NIF_Subcellular:nlx_subcell_20090702, PMID:11964142, PMID:2557062]"	284	102	16	16420	0.1568627450980392	0.056338028169014	query_1	['GO:0005768']	['VAMP7', 'VTI1B', 'VTI1A', 'CHMP2A', 'HGS', 'M6PR', 'GOSR2', 'STX7', 'AP1AR', 'EGFR', 'IGF2R', 'LITAF', 'RAB9A', 'HSPA8', 'VAMP8', 'STX8']
69	GO:BP	GO:0051046	regulation of secretion	1.3753814020400787e-10	True	"""Any process that modulates the frequency, rate or extent of the controlled release of a substance from a cell or a tissue."" [GOC:ai]"	604	102	23	15719	0.2254901960784313	0.0380794701986755	query_1	['GO:0046903', 'GO:0051049']	['VAMP7', 'SYT2', 'CHMP2A', 'SYT1', 'HGS', 'VAMP2', 'STX1A', 'STAM', 'AP1G1', 'SLC18A3', 'STXBP5', 'STX1B', 'STX4', 'SNAP25', 'SYT9', 'RAB9A', 'VAMP3', 'STXBP1', 'LGI3', 'NSF', 'VAMP8', 'EIPR1', 'RAB3A']
15	REAC	REAC:R-HSA-177504	Retrograde neurotrophin signalling	1.9386275435116742e-10	True	Retrograde neurotrophin signalling	14	86	7	10022	0.0813953488372093	0.5	query_1	['REAC:R-HSA-187037']	['CLTC', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'DNM2', 'AP2A1']
70	GO:CC	GO:0060198	clathrin-sculpted vesicle	2.325812744863656e-10	True	"""A clathrin-sculpted lipid bilayer membrane-enclosed vesicle after clathrin release."" [GOC:dph]"	12	102	6	16420	0.0588235294117647	0.5	query_1	['GO:0030136']	['SYT1', 'VAMP2', 'SLC17A7', 'SLC18A3', 'HSPA8', 'RAB3A']
71	GO:CC	GO:0030667	secretory granule membrane	3.4771336987887496e-10	True	"""The lipid bilayer surrounding a secretory granule."" [GOC:mah]"	307	102	16	16420	0.1568627450980392	0.0521172638436482	query_1	['GO:0030141', 'GO:0030659', 'GO:0098588']	['VAMP7', 'SYT2', 'SYT1', 'VAMP2', 'STX3', 'AP2A2', 'STXBP5', 'SNAP25', 'IGF2R', 'SYT9', 'SNAP23', 'VAMP1', 'AP1M1', 'VAMP8', 'SNAP29', 'RAB3A']
70	GO:BP	GO:0023061	signal release	3.7390034248133487e-10	True	"""The process in which a signal is secreted or discharged into the extracellular medium from a cellular source."" [GOC:mtg_signal]"	459	102	20	15719	0.196078431372549	0.0435729847494553	query_1	['GO:0007267', 'GO:0032940']	['VAMP7', 'SYT2', 'SYT1', 'VAMP2', 'STX1A', 'STX3', 'SLC18A3', 'STXBP5', 'STX1B', 'STX4', 'SNAP25', 'SYT9', 'SNAP23', 'STXBP1', 'SNAP47', 'VAMP8', 'SNAP29', 'EIPR1', 'NAPA', 'RAB3A']
71	GO:BP	GO:0072657	protein localization to membrane	3.8488240386690125e-10	True	"""A process in which a protein is transported to, or maintained in, a specific location in a membrane."" [GOC:mah]"	575	102	22	15719	0.2156862745098039	0.0382608695652173	query_1	['GO:0008104', 'GO:0051668']	['VTI1B', 'HGS', 'PICALM', 'CLTC', 'VAMP2', 'STX7', 'AP2M1', 'STX1A', 'PACS1', 'STX3', 'EGFR', 'STX1B', 'STX4', 'SNAP25', 'VAMP3', 'STXBP1', 'SNAP47', 'NSF', 'NUMB', 'VAMP8', 'STX8', 'RAB3A']
72	GO:BP	GO:0031623	receptor internalization	5.545734548220247e-10	True	"""A receptor-mediated endocytosis process that results in the movement of receptors from the plasma membrane to the inside of the cell. The process begins when cell surface receptors are monoubiquitinated following ligand-induced activation. Receptors are subsequently taken up into endocytic vesicles from where they are either targeted to the lysosome or vacuole for degradation or recycled back to the plasma membrane."" [GOC:bf, GOC:mah, GOC:signaling, PMID:15006537, PMID:19643732]"	121	102	12	15719	0.1176470588235294	0.0991735537190082	query_1	['GO:0006898']	['HGS', 'PICALM', 'CLTC', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'GRB2', 'DNM2', 'AP2A1', 'SNAP25', 'NUMB']
72	GO:CC	GO:0098590	plasma membrane region	5.839000189810207e-10	True	"""A membrane that is a (regional) part of the plasma membrane."" [GOC:dos]"	1203	102	29	16420	0.284313725490196	0.0241064006650041	query_1	['GO:0005886', 'GO:0016020']	['SYT1', 'STAMBP', 'PICALM', 'CLTC', 'AP2M1', 'AP2B1', 'STX1A', 'EPN1', 'AP1S1', 'AP2S1', 'STX3', 'AP2A2', 'AP1G1', 'SLC18A3', 'EPS15', 'ABCC6', 'EGFR', 'DNM2', 'STX1B', 'AP2A1', 'STX4', 'SNAP25', 'ENPP1', 'AP1S3', 'AP1S2', 'STXBP1', 'HSPA8', 'NUMB', 'SNAP29']
73	GO:BP	GO:1903307	positive regulation of regulated secretory pathway	6.889076760728472e-10	True	"""Any process that activates or increases the frequency, rate or extent of regulated secretory pathway."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:12526776]"	49	102	9	15719	0.088235294117647	0.1836734693877551	query_1	['GO:0045055', 'GO:0045921', 'GO:1903305']	['VAMP7', 'SYT1', 'STX1A', 'AP1G1', 'STX4', 'SYT9', 'STXBP1', 'VAMP8', 'RAB3A']
73	GO:CC	GO:0055037	recycling endosome	7.403195106902096e-10	True	"""An organelle consisting of a network of tubules that functions in targeting molecules, such as receptors transporters and lipids, to the plasma membrane."" [GOC:dph, GOC:jid, GOC:kmv, GOC:rph, PMID:10930469, PMID:15601896, PMID:16246101, PMID:21556374, PMID:21562044]"	188	102	13	16420	0.1274509803921568	0.0691489361702127	query_1	['GO:0005768']	['VTI1B', 'VPS52', 'STX7', 'STX6', 'AP1G1', 'VPS50', 'VPS53', 'VAMP3', 'STX12', 'VAMP8', 'EIPR1', 'STX8', 'VPS51']
16	REAC	REAC:R-HSA-162909	Host Interactions of HIV factors	7.910082549731844e-10	True	Host Interactions of HIV factors	125	86	13	10022	0.1511627906976744	0.104	query_1	['REAC:R-HSA-162906']	['AP1B1', 'AP2M1', 'AP2B1', 'PACS1', 'AP1S1', 'AP2S1', 'AP1M2', 'AP2A2', 'AP1G1', 'AP2A1', 'AP1S3', 'AP1S2', 'AP1M1']
74	GO:BP	GO:0051049	regulation of transport	1.0552568789758655e-09	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	1690	102	36	15719	0.3529411764705882	0.0213017751479289	query_1	['GO:0006810', 'GO:0032879']	['VAMP7', 'SYT2', 'CHMP2A', 'SYT1', 'HGS', 'PICALM', 'VAMP2', 'AP2M1', 'STX1A', 'SLC17A7', 'TOR1A', 'AP2S1', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'DNM2', 'STX1B', 'STX4', 'GCC2', 'SNAP25', 'SYT9', 'ENPP1', 'RAB9A', 'VAMP3', 'STXBP1', 'HSPA8', 'LGI3', 'NSF', 'NUMB', 'STON2', 'VAMP8', 'EIPR1', 'FURIN', 'RAB3A']
75	GO:BP	GO:1903532	positive regulation of secretion by cell	1.0734651191993175e-09	True	"""Any process that activates or increases the frequency, rate or extent of secretion by cell."" [GO_REF:0000058, GOC:pm, GOC:TermGenie, PMID:12130530]"	283	102	16	15719	0.1568627450980392	0.0565371024734982	query_1	['GO:0032940', 'GO:0048522', 'GO:0051047', 'GO:1903530']	['VAMP7', 'CHMP2A', 'SYT1', 'HGS', 'STX1A', 'STAM', 'AP1G1', 'SLC18A3', 'STXBP5', 'STX1B', 'STX4', 'SYT9', 'RAB9A', 'STXBP1', 'VAMP8', 'RAB3A']
17	REAC	REAC:R-HSA-6811438	Intra-Golgi traffic	1.8001712451544924e-09	True	Intra-Golgi traffic	44	86	9	10022	0.1046511627906976	0.2045454545454545	query_1	['REAC:R-HSA-6811442']	['GOSR1', 'VTI1A', 'GOSR2', 'STX6', 'NSF', 'STX16', 'SNAP29', 'NAPA', 'STX5']
76	GO:BP	GO:1903076	regulation of protein localization to plasma membrane	1.8797049904240543e-09	True	"""Any process that modulates the frequency, rate or extent of protein localization to plasma membrane."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:11602640]"	104	102	11	15719	0.1078431372549019	0.1057692307692307	query_1	['GO:0072659', 'GO:1904375', 'GO:1905475']	['VTI1B', 'PICALM', 'CLTC', 'STX7', 'AP2M1', 'STX3', 'EGFR', 'STX4', 'NUMB', 'VAMP8', 'STX8']
77	GO:BP	GO:0016043	cellular component organization	4.196226281340531e-09	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]"	6037	102	71	15719	0.696078431372549	0.0117608083485174	query_1	['GO:0071840']	['VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'SYT2', 'AGFG1', 'CHMP2A', 'SYT1', 'PLIN3', 'HGS', 'HSP90AB1', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VAMP2', 'STX7', 'AP2M1', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'REPS2', 'SH3BP1', 'SLC17A7', 'AP1S1', 'TOR1A', 'AP2S1', 'ZFAND6', 'STX10', 'STX3', 'STAM', 'AP1G1', 'GRB2', 'SLC18A3', 'VAMP4', 'EPS15', 'STXBP5', 'EGFR', 'DNM2', 'STX1B', 'STX4', 'GCC2', 'SNAP25', 'SYT9', 'ENPP1', 'AP1S3', 'BET1', 'SNAP23', 'AP1S2', 'VAMP1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'STXBP1', 'HSPA8', 'SNAP47', 'NSF', 'NUMB', 'STON2', 'VAMP8', 'STX16', 'SNAP29', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
78	GO:BP	GO:0051047	positive regulation of secretion	4.4031867567389716e-09	True	"""Any process that activates or increases the frequency, rate or extent of the controlled release of a substance from a cell or a tissue."" [GOC:ai]"	312	102	16	15719	0.1568627450980392	0.0512820512820512	query_1	['GO:0046903', 'GO:0051046', 'GO:0051050']	['VAMP7', 'CHMP2A', 'SYT1', 'HGS', 'STX1A', 'STAM', 'AP1G1', 'SLC18A3', 'STXBP5', 'STX1B', 'STX4', 'SYT9', 'RAB9A', 'STXBP1', 'VAMP8', 'RAB3A']
79	GO:BP	GO:0099072	regulation of postsynaptic membrane neurotransmitter receptor levels	4.766340259715798e-09	True	"""Any process that regulates the the local concentration of neurotransmitter receptor at the postsynaptic membrane."" [GOC:dos]"	85	102	10	15719	0.0980392156862745	0.1176470588235294	query_1	['GO:0065008']	['AP2M1', 'AP2B1', 'AP2S1', 'STX3', 'AP2A2', 'STX1B', 'AP2A1', 'SNAP25', 'SNAP47', 'NUMB']
80	GO:BP	GO:0072583	clathrin-dependent endocytosis	6.242531061015686e-09	True	"""An endocytosis process that begins when material is taken up into clathrin-coated pits, which then pinch off to form clathrin-coated endocytic vesicles."" [GOC:BHF, GOC:mah, PMID:18498251, PMID:8970738, PMID:9234965]"	42	102	8	15719	0.0784313725490196	0.1904761904761904	query_1	['GO:0006898']	['PICALM', 'CLTC', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'DNM2', 'AP2A1']
75	GO:CC	GO:0060199	clathrin-sculpted glutamate transport vesicle	6.869927954179412e-09	True	"""A clathrin-sculpted lipid bilayer membrane-enclosed vesicle after clathrin release and containing glutamate."" [GOC:dph]"	4	102	4	16420	0.0392156862745098	1.0	query_1	['GO:0030133', 'GO:0060198']	['SYT1', 'VAMP2', 'SLC17A7', 'RAB3A']
74	GO:CC	GO:0060203	clathrin-sculpted glutamate transport vesicle membrane	6.869927954179412e-09	True	"""The lipid bilayer surrounding a clathrin-sculpted glutamate transport vesicle."" [GOC:dph]"	4	102	4	16420	0.0392156862745098	1.0	query_1	['GO:0030658', 'GO:0030665', 'GO:0060199']	['SYT1', 'VAMP2', 'SLC17A7', 'RAB3A']
81	GO:BP	GO:0006904	vesicle docking involved in exocytosis	7.53559024633689e-09	True	"""The initial attachment of a vesicle membrane to a target membrane, mediated by proteins protruding from the membrane of the vesicle and the target membrane, that contributes to exocytosis."" [GOC:aruk, GOC:bc, GOC:jid, PMID:22438915]"	43	102	8	15719	0.0784313725490196	0.1860465116279069	query_1	['GO:0048278', 'GO:0140029']	['VTI1B', 'RABEPK', 'STX1A', 'STX1B', 'SNAP25', 'VAMP3', 'STXBP1', 'RAB3A']
76	GO:CC	GO:0036020	endolysosome membrane	8.641748291534494e-09	True	"""The lipid bilayer surrounding an endolysosome. An endolysosome is a transient hybrid organelle formed by fusion of a late endosome with a lysosome."" [GOC:pde]"	20	102	6	16420	0.0588235294117647	0.3	query_1	['GO:0005765', 'GO:0010008', 'GO:0036019']	['CLTC', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1']
