Laron syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
227	GO:BP	GO:1904892	regulation of receptor signaling pathway via STAT	1.579464557342826e-07	True	"""Any process that modulates the frequency, rate or extent of receptor signaling via STAT."" [GO_REF:0000058, GOC:rjd, GOC:TermGenie, PMID:24587195]"	100	98	9	15719	0.0918367346938775	0.09	query_1	['GO:0009966', 'GO:0097696']	['TNF', 'VHL', 'GH2', 'SOCS2', 'GH1', 'GHR', 'PRL', 'CSH2', 'PRLR']
77	REAC	REAC:R-HSA-70895	Branched-chain amino acid catabolism	1.6211527479710738e-07	True	Branched-chain amino acid catabolism	21	92	6	10022	0.0652173913043478	0.2857142857142857	query_1	['REAC:R-HSA-71291']	['PPM1K', 'DBT', 'BCKDK', 'BCKDHB', 'DLD', 'BCKDHA']
228	GO:BP	GO:0050790	regulation of catalytic activity	1.7322162166470446e-07	True	"""Any process that modulates the activity of an enzyme."" [GOC:ai, GOC:ebc, GOC:vw]"	1770	98	32	15719	0.3265306122448979	0.0180790960451977	query_1	['GO:0065009']	['SNX6', 'EGLN3', 'GSK3B', 'CDK5RAP3', 'STAT3', 'CASP10', 'HSP90AB1', 'TAB2', 'IKBKB', 'DDRGK1', 'BTRC', 'TNF', 'FAS', 'FADD', 'NFKB1', 'EGLN1', 'HIF1A', 'SKP1', 'CFLAR', 'MALT1', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'TRAF6', 'BIRC2', 'CASP8', 'FBXW7', 'BCL10', 'PRLR']
229	GO:BP	GO:0006109	regulation of carbohydrate metabolic process	1.737372949280072e-07	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving carbohydrates."" [GOC:go_curators]"	177	98	11	15719	0.1122448979591836	0.0621468926553672	query_1	['GO:0005975', 'GO:0080090']	['PDK4', 'GSK3B', 'STAT3', 'NFKB1', 'BCKDK', 'HIF1A', 'PDK3', 'EP300', 'PDK1', 'ARNT', 'PDK2']
230	GO:BP	GO:0001816	cytokine production	1.737372949280072e-07	True	"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]"	714	98	20	15719	0.2040816326530612	0.0280112044817927	query_1	['GO:0010467', 'GO:0032501']	['TRAF3', 'STAT3', 'HSP90AB1', 'CHUK', 'RELA', 'TNF', 'FADD', 'NFKB1', 'HIF1A', 'RIPK1', 'MALT1', 'ARNT', 'TRAF2', 'MAP3K7', 'RELB', 'REL', 'TRAF6', 'CASP8', 'BCL10', 'STAT5B']
78	REAC	REAC:R-HSA-5218859	Regulated Necrosis	2.0568328198524402e-07	True	Regulated Necrosis	55	92	8	10022	0.0869565217391304	0.1454545454545454	query_1	['REAC:R-HSA-5357801']	['FAS', 'FADD', 'RIPK1', 'TRADD', 'BIRC3', 'TRAF2', 'BIRC2', 'CASP8']
79	REAC	REAC:R-HSA-75157	FasL/ CD95L signaling	2.1175752183397765e-07	True	FasL/ CD95L signaling	5	92	4	10022	0.0434782608695652	0.8	query_1	['REAC:R-HSA-73887']	['CASP10', 'FAS', 'FADD', 'CASP8']
27	GO:CC	GO:0043231	intracellular membrane-bounded organelle	2.2683918384694225e-07	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	11275	99	91	16420	0.9191919191919192	0.008070953436807	query_1	['GO:0043227', 'GO:0043229']	['SNX6', 'EGLN3', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'NFKBIB', 'DLST', 'MAP3K14', 'TRAF3', 'STAT3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'PDHA2', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'UFL1', 'RBX1', 'METTL21C', 'BTRC', 'DBT', 'TNF', 'FAS', 'FADD', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'GH2', 'HIF1A', 'RIPK1', 'SKP1', 'EPAS1', 'ELOC', 'PDK3', 'TRADD', 'FLYWCH1', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'ABHD6', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'PRL', 'CSH2', 'UFM1', 'STAT5B', 'BCKDHA', 'PRLR']
231	GO:BP	GO:0006006	glucose metabolic process	2.2838642712932587e-07	True	"""The chemical reactions and pathways involving glucose, the aldohexose gluco-hexose. D-glucose is dextrorotatory and is sometimes known as dextrose; it is an important source of energy for living organisms and is found free as well as combined in homo- and hetero-oligosaccharides and polysaccharides."" [ISBN:0198506732]"	182	98	11	15719	0.1122448979591836	0.0604395604395604	query_1	['GO:0019318']	['PDK4', 'DLAT', 'PDHA2', 'PDHB', 'TNF', 'BCKDK', 'PDHA1', 'PDK3', 'EP300', 'PDK1', 'PDK2']
232	GO:BP	GO:0010556	regulation of macromolecule biosynthetic process	2.2838642712932587e-07	True	"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	3627	98	48	15719	0.4897959183673469	0.0132340777502067	query_1	['GO:0009059', 'GO:0009889', 'GO:0060255']	['SNX6', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'NFKBIB', 'TRAF3', 'STAT3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'DDRGK1', 'UFL1', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'HIF1A', 'RIPK1', 'CFLAR', 'EPAS1', 'ELOC', 'TRADD', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'ARNT', 'AHR', 'IKBKG', 'TRAF2', 'MAP3K7', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'NFKBIA', 'BCL10', 'PRL', 'STAT5B']
233	GO:BP	GO:0045087	innate immune response	2.2838642712932587e-07	True	"""Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."" [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_sensu]"	881	98	22	15719	0.2244897959183673	0.0249716231555051	query_1	['GO:0006955', 'GO:0098542']	['CREBBP', 'TRAF3', 'CHUK', 'RELA', 'IKBKB', 'TNF', 'FADD', 'TNIP2', 'MALT1', 'EP300', 'IKBKG', 'BIRC3', 'MAP3K7', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'SKP2', 'CASP8', 'BCL10', 'STAT5B']
234	GO:BP	GO:0001666	response to hypoxia	2.302024249535852e-07	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:hjd]"	278	98	13	15719	0.1326530612244898	0.0467625899280575	query_1	['GO:0006950', 'GO:0036293']	['EGLN3', 'CREBBP', 'TNF', 'EGLN1', 'VHL', 'HIF1A', 'CFLAR', 'EPAS1', 'PDK3', 'EP300', 'PDK1', 'ARNT', 'BIRC2']
235	GO:BP	GO:1904894	positive regulation of receptor signaling pathway via STAT	2.302024249535852e-07	True	"""Any process that activates or increases the frequency, rate or extent of receptor signaling pathway via STAT."" [GO_REF:0000058, GOC:rjd, GOC:TermGenie, PMID:24587195]"	48	98	7	15719	0.0714285714285714	0.1458333333333333	query_1	['GO:0009967', 'GO:0097696', 'GO:1904892']	['TNF', 'GH2', 'GH1', 'GHR', 'PRL', 'CSH2', 'PRLR']
28	GO:CC	GO:0005739	mitochondrion	2.4841192345898415e-07	True	"""A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."" [GOC:giardia, ISBN:0198506732]"	1581	99	29	16420	0.2929292929292929	0.0183428209993674	query_1	['GO:0005737', 'GO:0043231']	['PDK4', 'GCSH', 'PPM1K', 'GSK3B', 'DLST', 'TRAF3', 'HSP90AB1', 'TNFRSF1A', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'DBT', 'NFKB1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'RIPK1', 'PDK3', 'PDK1', 'GHR', 'DLD', 'PDK2', 'CASP8', 'ABHD6', 'FBXW7', 'OGDH', 'BCKDHA']
236	GO:BP	GO:0050851	antigen receptor-mediated signaling pathway	2.525780081837045e-07	True	"""The series of molecular signals initiated by the cross-linking of an antigen receptor on a B or T cell."" [GOC:add]"	184	98	11	15719	0.1122448979591836	0.0597826086956521	query_1	['GO:0002429']	['RELA', 'IKBKB', 'RBCK1', 'RNF31', 'NFKB1', 'MALT1', 'IKBKG', 'MAP3K7', 'TRAF6', 'NFKBIA', 'BCL10']
237	GO:BP	GO:0005975	carbohydrate metabolic process	2.605910493731028e-07	True	"""The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."" [GOC:mah, ISBN:0198506732]"	520	98	17	15719	0.173469387755102	0.0326923076923076	query_1	['GO:0044238', 'GO:0071704']	['PDK4', 'GSK3B', 'STAT3', 'DLAT', 'PDHA2', 'PDHB', 'TNF', 'NFKB1', 'BCKDK', 'PDHA1', 'HIF1A', 'PDK3', 'EP300', 'PDK1', 'ARNT', 'PDK2', 'OGDH']
80	REAC	REAC:R-HSA-1428517	The citric acid (TCA) cycle and respiratory electron transport	3.1058854253788777e-07	True	The citric acid (TCA) cycle and respiratory electron transport	172	92	12	10022	0.1304347826086956	0.0697674418604651	query_1	['REAC:R-HSA-1430728']	['PDK4', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2', 'OGDH']
238	GO:BP	GO:0034641	cellular nitrogen compound metabolic process	3.254737701990876e-07	True	"""The chemical reactions and pathways involving various organic and inorganic nitrogenous compounds, as carried out by individual cells."" [GOC:mah]"	5768	98	63	15719	0.6428571428571429	0.0109223300970873	query_1	['GO:0006807', 'GO:0044237']	['SNX6', 'PDK4', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'NFKBIB', 'DLST', 'TRAF3', 'STAT3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'DLAT', 'RELA', 'IKBKB', 'PDHA2', 'ELOB', 'PDHX', 'PDHB', 'DDRGK1', 'UFL1', 'RBX1', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'PDHA1', 'HIF1A', 'RIPK1', 'CFLAR', 'EPAS1', 'ELOC', 'PDK3', 'TRADD', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'IKBKG', 'NSUN6', 'TRAF2', 'MAP3K7', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'PDK2', 'NFKBIA', 'FBXW7', 'OGDH', 'BCL10', 'PRL', 'STAT5B']
239	GO:BP	GO:0032101	regulation of response to external stimulus	3.3663836493336373e-07	True	"""Any process that modulates the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]"	984	98	23	15719	0.2346938775510204	0.0233739837398373	query_1	['GO:0009605', 'GO:0048583']	['SHARPIN', 'CREBBP', 'TRAF3', 'TNFRSF1A', 'RELA', 'IKBKB', 'UFL1', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'RIPK1', 'TRADD', 'EP300', 'BIRC3', 'MAP3K7', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'BCL10', 'STAT5B']
81	REAC	REAC:R-HSA-5676590	NIK-->noncanonical NF-kB signaling	3.502523802279573e-07	True	NIK-->noncanonical NF-kB signaling	59	92	8	10022	0.0869565217391304	0.135593220338983	query_1	['REAC:R-HSA-5668541']	['MAP3K14', 'CHUK', 'BTRC', 'SKP1', 'NFKB2', 'FBXW11', 'RELB', 'CUL1']
240	GO:BP	GO:0036293	response to decreased oxygen levels	3.7170701485394236e-07	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."" [GOC:al]"	290	98	13	15719	0.1326530612244898	0.0448275862068965	query_1	['GO:0070482']	['EGLN3', 'CREBBP', 'TNF', 'EGLN1', 'VHL', 'HIF1A', 'CFLAR', 'EPAS1', 'PDK3', 'EP300', 'PDK1', 'ARNT', 'BIRC2']
241	GO:BP	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	3.961781183291915e-07	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]"	605	98	18	15719	0.1836734693877551	0.0297520661157024	query_1	['GO:0007167']	['SNX6', 'PDK4', 'GSK3B', 'STAT3', 'GH2', 'HIF1A', 'TRADD', 'SOCS2', 'ARNT', 'GH1', 'GHR', 'STAT5A', 'PDK2', 'CUL5', 'FBXW7', 'CSH2', 'STAT5B', 'PRLR']
242	GO:BP	GO:0006099	tricarboxylic acid cycle	4.146760345729348e-07	True	"""A nearly universal metabolic pathway in which the acetyl group of acetyl coenzyme A is effectively oxidized to two CO2 and four pairs of electrons are transferred to coenzymes. The acetyl group combines with oxaloacetate to form citrate, which undergoes successive transformations to isocitrate, 2-oxoglutarate, succinyl-CoA, succinate, fumarate, malate, and oxaloacetate again, thus completing the cycle. In eukaryotes the tricarboxylic acid is confined to the mitochondria. See also glyoxylate cycle."" [ISBN:0198506732]"	31	98	6	15719	0.0612244897959183	0.1935483870967742	query_1	['GO:0009060', 'GO:0044238']	['DLST', 'DLAT', 'PDHA2', 'PDHB', 'PDHA1', 'OGDH']
243	GO:BP	GO:0051252	regulation of RNA metabolic process	4.362167652721539e-07	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	3448	98	46	15719	0.4693877551020408	0.0133410672853828	query_1	['GO:0016070', 'GO:0019219', 'GO:0060255']	['SNX6', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'NFKBIB', 'TRAF3', 'STAT3', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'DDRGK1', 'UFL1', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'HIF1A', 'RIPK1', 'CFLAR', 'EPAS1', 'ELOC', 'TRADD', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'ARNT', 'AHR', 'IKBKG', 'TRAF2', 'MAP3K7', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'NFKBIA', 'BCL10', 'PRL', 'STAT5B']
82	REAC	REAC:R-HSA-209560	NF-kB is activated and signals survival	4.385274935985689e-07	True	NF-kB is activated and signals survival	13	92	5	10022	0.0543478260869565	0.3846153846153846	query_1	['REAC:R-HSA-193639']	['RELA', 'IKBKB', 'NFKB1', 'TRAF6', 'NFKBIA']
84	REAC	REAC:R-HSA-9705462	Inactivation of CSF3 (G-CSF) signaling	4.7139914998260076e-07	True	Inactivation of CSF3 (G-CSF) signaling	25	92	6	10022	0.0652173913043478	0.24	query_1	['REAC:R-HSA-9674555']	['STAT3', 'ELOB', 'ELOC', 'STAT5A', 'CUL5', 'STAT5B']
83	REAC	REAC:R-HSA-5357769	Caspase activation via extrinsic apoptotic signalling pathway	4.7139914998260076e-07	True	Caspase activation via extrinsic apoptotic signalling pathway	25	92	6	10022	0.0652173913043478	0.24	query_1	['REAC:R-HSA-109581']	['FAS', 'FADD', 'RIPK1', 'TRADD', 'TRAF2', 'CASP8']
29	GO:CC	GO:0045121	membrane raft	4.923446145109129e-07	True	"""Any of the small (10-200 nm), heterogeneous, highly dynamic, sterol- and sphingolipid-enriched membrane domains that compartmentalize cellular processes. Small rafts can sometimes be stabilized to form larger platforms through protein-protein and protein-lipid interactions."" [PMID:16645198, PMID:20044567]"	318	99	13	16420	0.1313131313131313	0.040880503144654	query_1	['GO:0098857']	['TNFRSF1A', 'IKBKB', 'TNF', 'FAS', 'FADD', 'RIPK1', 'CFLAR', 'TRADD', 'BIRC3', 'TRAF2', 'BIRC2', 'CASP8', 'BCL10']
30	GO:CC	GO:0098857	membrane microdomain	4.942653837077436e-07	True	"""A membrane region with a lipid composition that is distinct from that of the membrane regions that surround it."" [PMID:20044567, PMID:26253820]"	319	99	13	16420	0.1313131313131313	0.0407523510971786	query_1	['GO:0016020']	['TNFRSF1A', 'IKBKB', 'TNF', 'FAS', 'FADD', 'RIPK1', 'CFLAR', 'TRADD', 'BIRC3', 'TRAF2', 'BIRC2', 'CASP8', 'BCL10']
244	GO:BP	GO:0010243	response to organonitrogen compound	5.736148951409162e-07	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [PMID:9869419]"	1014	98	23	15719	0.2346938775510204	0.0226824457593688	query_1	['GO:0010033', 'GO:1901698']	['SNX6', 'PDK4', 'GSK3B', 'STAT3', 'RELA', 'OS9', 'UFL1', 'TNF', 'FADD', 'NFKB1', 'BCKDHB', 'GH2', 'CFLAR', 'SOCS2', 'AHR', 'GH1', 'GHR', 'STAT5A', 'BIRC2', 'PDK2', 'NFKBIA', 'CSH2', 'STAT5B']
85	REAC	REAC:R-HSA-5660668	CLEC7A/inflammasome pathway	5.867992818943623e-07	True	CLEC7A/inflammasome pathway	6	92	4	10022	0.0434782608695652	0.6666666666666666	query_1	['REAC:R-HSA-5607764']	['RELA', 'NFKB1', 'MALT1', 'CASP8']
86	REAC	REAC:R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	6.139992104033907e-07	True	Antigen processing: Ubiquitination & Proteasome degradation	306	92	15	10022	0.1630434782608695	0.0490196078431372	query_1	['REAC:R-HSA-983169']	['ELOB', 'UFL1', 'RBX1', 'RBCK1', 'BTRC', 'VHL', 'SKP1', 'ELOC', 'FBXW11', 'CUL5', 'SKP2', 'CUL1', 'CUL2', 'FBXW7', 'UBA5']
87	REAC	REAC:R-HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses	6.509687662377155e-07	True	SARS-CoV-2 activates/modulates innate and adaptive immune responses	118	92	10	10022	0.108695652173913	0.0847457627118644	query_1	['REAC:R-HSA-9705683']	['CREBBP', 'TRAF3', 'HSP90AB1', 'CHUK', 'TAB2', 'IKBKB', 'IKBKG', 'TAB1', 'MAP3K7', 'TRAF6']
31	GO:CC	GO:0008385	IkappaB kinase complex	6.727589841616523e-07	True	"""A trimeric protein complex that phosphorylates inhibitory-kappaB (I-kappaB) proteins. The complex is composed of two kinase subunits (alpha and beta) and a regulatory gamma subunit (also called NEMO). In a resting state, NF-kappaB dimers are bound to inhibitory IKB proteins, sequestering NF-kappaB in the cytoplasm. Phosphorylation of I-kappaB targets I-kappaB for ubiquitination and proteasomal degradation, thus releasing the NF-kappaB dimers, which can translocate to the nucleus to bind DNA and regulate transcription."" [GOC:bf, GOC:ma, PMID:12055104, PMID:20300203]"	8	99	4	16420	0.0404040404040404	0.5	query_1	['GO:0005829', 'GO:1902554']	['CHUK', 'IKBKB', 'IKBKG', 'MAP3K7']
88	REAC	REAC:R-HSA-597592	Post-translational protein modification	7.203883457029863e-07	True	Post-translational protein modification	1337	92	32	10022	0.3478260869565217	0.0239341810022438	query_1	['REAC:R-HSA-392499']	['CREBBP', 'TRAF3', 'RELA', 'ELOB', 'OS9', 'RBX1', 'BTRC', 'TNIP2', 'VHL', 'HIF1A', 'RIPK1', 'SKP1', 'EPAS1', 'ELOC', 'SOCS2', 'NFKB2', 'EP300', 'FBXW11', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TRAF6', 'BIRC2', 'CUL5', 'NFKBIA', 'SKP2', 'CUL1', 'CUL2', 'FBXW7', 'BCL10']
245	GO:BP	GO:0045637	regulation of myeloid cell differentiation	7.786159731136092e-07	True	"""Any process that modulates the frequency, rate or extent of myeloid cell differentiation."" [GOC:go_curators]"	206	98	11	15719	0.1122448979591836	0.0533980582524271	query_1	['GO:0030099', 'GO:1903706']	['STAT3', 'TNF', 'FADD', 'HIF1A', 'RIPK1', 'ARNT', 'TRAF6', 'NFKBIA', 'CASP8', 'FBXW7', 'STAT5B']
246	GO:BP	GO:0010950	positive regulation of endopeptidase activity	1.0345704880049144e-06	True	"""Any process that increases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:dph, GOC:tb]"	166	98	10	15719	0.1020408163265306	0.0602409638554216	query_1	['GO:0010952', 'GO:0052548']	['EGLN3', 'STAT3', 'CASP10', 'TNF', 'FAS', 'FADD', 'CFLAR', 'MALT1', 'CASP8', 'BCL10']
247	GO:BP	GO:0051239	regulation of multicellular organismal process	1.0626828324572491e-06	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2810	98	40	15719	0.4081632653061224	0.0142348754448398	query_1	['GO:0032501', 'GO:0050789']	['PDK4', 'MAP3K8', 'GSK3B', 'TRAF3', 'STAT3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'UFL1', 'TNF', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'HIF1A', 'RIPK1', 'EPAS1', 'TRADD', 'SOCS2', 'MALT1', 'ARNT', 'AHR', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'NFKBIA', 'CASP8', 'ABHD6', 'FBXW7', 'BCL10', 'PRL', 'STAT5B', 'PRLR']
248	GO:BP	GO:0002753	cytosolic pattern recognition receptor signaling pathway	1.0780919555727658e-06	True	"""The series of molecular signals initiated by the binding of a ligand from another organism to a cytosolic pattern recognition receptor (PRR). PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species."" [GOC:add, GOC:ar, ISBN:0781735149, PMID:15199967, PMID:17328678, PMID:18272355, PMID:19531363, PMID:21187438]"	90	98	8	15719	0.0816326530612244	0.0888888888888888	query_1	['GO:0002221', 'GO:0030522']	['RELA', 'TNF', 'TNIP2', 'BIRC3', 'MAP3K7', 'TRAF6', 'BIRC2', 'NFKBIA']
33	GO:CC	GO:0005634	nucleus	1.134459353880713e-06	True	"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]"	7181	99	69	16420	0.696969696969697	0.009608689597549	query_1	['GO:0043231']	['SNX6', 'EGLN3', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'NFKBIB', 'DLST', 'MAP3K14', 'STAT3', 'HSP90AB1', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'PDHA2', 'ELOB', 'PDHB', 'DDRGK1', 'UFL1', 'RBX1', 'METTL21C', 'BTRC', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDHB', 'PDHA1', 'HIF1A', 'SKP1', 'EPAS1', 'ELOC', 'PDK3', 'TRADD', 'FLYWCH1', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'ARNT', 'AHR', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'UFM1', 'STAT5B']
32	GO:CC	GO:0031466	Cul5-RING ubiquitin ligase complex	1.134459353880713e-06	True	"""A ubiquitin ligase complex in which a cullin from the Cul5 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by an elongin-BC adaptor and a SOCS/BC box protein."" [PMID:15571813, PMID:15688063]"	9	99	4	16420	0.0404040404040404	0.4444444444444444	query_1	['GO:0031461']	['ELOB', 'RBX1', 'ELOC', 'CUL5']
249	GO:BP	GO:0050852	T cell receptor signaling pathway	1.1689656876328938e-06	True	"""The series of molecular signals initiated by the cross-linking of an antigen receptor on a T cell."" [GOC:add]"	127	98	9	15719	0.0918367346938775	0.0708661417322834	query_1	['GO:0050851']	['RELA', 'IKBKB', 'RBCK1', 'RNF31', 'MALT1', 'IKBKG', 'MAP3K7', 'TRAF6', 'BCL10']
